Entity,Code,Year,life_exp_primary_edu_index
Ecuador,ECU,2005,0.762009978
Ecuador,ECU,2006,0.857320011
Ecuador,ECU,2007,0.953920007
Ecuador,ECU,2010,1.359210014
Ecuador,ECU,2011,1.451619983
Ecuador,ECU,2012,1.545799971
Ecuador,ECU,2013,1.68572998
Ecuador,ECU,2014,1.861999989
Egypt,EGY,1971,0.02438
Egypt,EGY,1972,0.026380001
Egypt,EGY,1973,0.030300001
Egypt,EGY,1974,0.032919999
Egypt,EGY,1975,0.033369999
Egypt,EGY,1976,0.038869999
Egypt,EGY,1977,0.043120001
Egypt,EGY,1979,0.05232
Egypt,EGY,1980,0.059020001
Egypt,EGY,1981,0.063390002
Egypt,EGY,1982,0.062320001
Egypt,EGY,1983,0.065629996
Egypt,EGY,1986,0.089110002
Egypt,EGY,1987,0.090939999
Egypt,EGY,1988,0.098569997
Egypt,EGY,1989,0.103040002
Egypt,EGY,1990,0.108580001
Egypt,EGY,1991,0.118840002
Egypt,EGY,1992,0.13019
Egypt,EGY,1993,0.134770006
Egypt,EGY,1994,0.138710007
Egypt,EGY,1995,0.144779995
Egypt,EGY,1996,0.151329994
Egypt,EGY,1997,0.167889997
Egypt,EGY,1998,0.188840002
Egypt,EGY,1999,0.202150002
Egypt,EGY,2000,0.223499998
Egypt,EGY,2001,0.243469998
Egypt,EGY,2002,0.263480008
Egypt,EGY,2003,0.283470005
Egypt,EGY,2004,0.291779995
Egypt,EGY,2005,0.33803001
Egypt,EGY,2006,0.361750007
Egypt,EGY,2007,0.349759996
Egypt,EGY,2008,0.440629989
Egypt,EGY,2009,0.461820006
Egypt,EGY,2010,0.556720018
Egypt,EGY,2011,0.49612999
Egypt,EGY,2012,0.489769995
Egypt,EGY,2013,0.491430014
Egypt,EGY,2014,0.607580006
El Salvador,SLV,1970,0.205029994
El Salvador,SLV,1971,0.223519996
El Salvador,SLV,1972,0.211300001
El Salvador,SLV,1973,0.24109
El Salvador,SLV,1974,0.297589988
El Salvador,SLV,1975,0.326359987
El Salvador,SLV,1976,0.303059995
El Salvador,SLV,1978,0.348800004
El Salvador,SLV,1980,0.345019996
El Salvador,SLV,1981,0.313980013
El Salvador,SLV,1982,0.386480004
El Salvador,SLV,1983,0.417959988
El Salvador,SLV,1984,0.41861999
El Salvador,SLV,1987,0.472550005
El Salvador,SLV,1988,0.502030015
El Salvador,SLV,1991,0.586380005
El Salvador,SLV,1992,0.681029975
El Salvador,SLV,1993,0.786509991
El Salvador,SLV,1994,0.814499974
El Salvador,SLV,1995,0.919780016
El Salvador,SLV,1996,1.029410005
El Salvador,SLV,1997,1.216830015
El Salvador,SLV,1998,1.232849956
El Salvador,SLV,1999,1.312950015
El Salvador,SLV,2000,1.381420016
El Salvador,SLV,2001,1.466060042
El Salvador,SLV,2002,1.580760002
El Salvador,SLV,2003,1.664270043
El Salvador,SLV,2004,1.765750051
El Salvador,SLV,2005,1.775200009
El Salvador,SLV,2006,1.799759984
El Salvador,SLV,2007,1.777510047
El Salvador,SLV,2008,1.795480013
El Salvador,SLV,2009,1.790619969
El Salvador,SLV,2010,1.942880034
El Salvador,SLV,2011,1.965000033
El Salvador,SLV,2012,1.996230006
El Salvador,SLV,2013,2.065330029
El Salvador,SLV,2014,2.140379906
Equatorial Guinea,GNQ,1999,1.077340007
Equatorial Guinea,GNQ,2000,1.061200023
Equatorial Guinea,GNQ,2001,1.233299971
Equatorial Guinea,GNQ,2003,1.347200036
Equatorial Guinea,GNQ,2004,1.485350013
Equatorial Guinea,GNQ,2005,1.416859984
Equatorial Guinea,GNQ,2006,1.764950037
Equatorial Guinea,GNQ,2008,2.109009981
Equatorial Guinea,GNQ,2011,2.043040037
Equatorial Guinea,GNQ,2012,1.992750049
Eritrea,ERI,1992,0.060849998
Eritrea,ERI,1993,0.064769998
Eritrea,ERI,1994,0.070320003
Eritrea,ERI,1995,0.072250001
Eritrea,ERI,1996,0.073349997
Eritrea,ERI,1997,0.067469999
Eritrea,ERI,1999,0.107790001
Eritrea,ERI,2000,0.111610003
Eritrea,ERI,2001,0.116509996
Eritrea,ERI,2002,0.118880004
Eritrea,ERI,2003,0.137669995
Eritrea,ERI,2004,0.16753
Eritrea,ERI,2005,0.276630014
Eritrea,ERI,2006,0.306419998
Eritrea,ERI,2007,0.305620015
Eritrea,ERI,2008,0.279799998
Eritrea,ERI,2009,0.279890001
Eritrea,ERI,2010,0.290250003
Eritrea,ERI,2011,0.320190012
Eritrea,ERI,2012,0.309700012
Eritrea,ERI,2013,0.307009995
Estonia,EST,1981,2.944550037
Estonia,EST,1982,2.992619991
Estonia,EST,1983,3.078919888
Estonia,EST,1984,3.127799988
Estonia,EST,1985,2.974519968
Estonia,EST,1986,2.98074007
Estonia,EST,1987,2.933650017
Estonia,EST,1988,2.911849976
Estonia,EST,1989,2.806890011
Estonia,EST,1990,2.743180037
Estonia,EST,1991,2.997869968
Estonia,EST,1992,2.733910084
Estonia,EST,1993,2.470000029
Estonia,EST,1994,2.539570093
Estonia,EST,1995,2.583519936
Estonia,EST,1996,2.711009979
Estonia,EST,1997,2.798490047
Estonia,EST,1998,3.27677989
Estonia,EST,1999,3.69656992
Estonia,EST,2000,3.780400038
Estonia,EST,2001,3.989109993
Estonia,EST,2002,4.06303978
Estonia,EST,2003,4.253310204
Estonia,EST,2004,4.517570019
Estonia,EST,2005,4.709889889
Estonia,EST,2006,3.87925005
Estonia,EST,2007,3.948420048
Estonia,EST,2008,3.900670052
Estonia,EST,2009,3.84562993
Estonia,EST,2010,3.475280046
Estonia,EST,2011,3.485539913
Estonia,EST,2012,3.530189991
Eswatini,SWZ,1976,0.084150001
Eswatini,SWZ,1978,0.091360003
Eswatini,SWZ,1990,0.389679998
Eswatini,SWZ,1993,0.576170027
Eswatini,SWZ,2004,0.488590002
Eswatini,SWZ,2010,0.676270008
Eswatini,SWZ,2011,0.774060011
Ethiopia,ETH,1974,0.00779
Ethiopia,ETH,1983,0.043370001
Ethiopia,ETH,1984,0.041760001
Ethiopia,ETH,1985,0.046920002
Ethiopia,ETH,1986,0.052919999
Ethiopia,ETH,1987,0.054159999
Ethiopia,ETH,1988,0.0612
Ethiopia,ETH,1989,0.059190001
Ethiopia,ETH,1990,0.057319999
Ethiopia,ETH,1991,0.046720002
Ethiopia,ETH,1992,0.035519999
Ethiopia,ETH,1993,0.03334
Ethiopia,ETH,1994,0.03737
Ethiopia,ETH,1995,0.03864
Ethiopia,ETH,1997,0.042070001
Ethiopia,ETH,1998,0.04338
Ethiopia,ETH,1999,0.044100001
Ethiopia,ETH,2000,0.047249999
Ethiopia,ETH,2001,0.050420001
Ethiopia,ETH,2002,0.052820001
Ethiopia,ETH,2003,0.05257
Ethiopia,ETH,2004,0.057270002
Ethiopia,ETH,2005,0.061390001
Ethiopia,ETH,2006,0.073399998
Ethiopia,ETH,2007,0.084530003
Ethiopia,ETH,2008,0.10035
Ethiopia,ETH,2009,0.110359997
Ethiopia,ETH,2010,0.127619997
Ethiopia,ETH,2011,0.142049998
Ethiopia,ETH,2012,0.528060019
Ethiopia,ETH,2014,0.752560019
Euro area,,1970,2.008086205
Euro area,,1971,2.007086515
Euro area,,1972,2.027349472
Euro area,,1973,2.0789814
Euro area,,1974,2.135863781
Euro area,,1975,2.172016144
Euro area,,1976,2.218795538
Euro area,,1977,2.240602016
Euro area,,1978,2.248183966
Euro area,,1979,2.257188559
Euro area,,1980,2.287350655
Euro area,,1981,2.316530943
Euro area,,1982,2.35340333
Euro area,,1983,2.404892445
Euro area,,1984,2.460652113
Euro area,,1985,2.510813475
Euro area,,1986,2.55159831
Euro area,,1987,2.551955223
Euro area,,1988,2.540737391
Euro area,,1989,2.530877352
Euro area,,1990,2.559114933
Euro area,,1991,2.598211288
Euro area,,1992,2.615075111
Euro area,,1993,2.640782833
Euro area,,1994,2.676403284
Euro area,,1995,2.657975435
Euro area,,1996,2.71117568
Euro area,,1997,2.749694109
Euro area,,1998,2.770948887
Euro area,,1999,2.821726799
Euro area,,2000,2.848452568
Euro area,,2001,2.909605503
Euro area,,2002,2.911113262
Euro area,,2003,2.916342735
Euro area,,2004,2.907172203
Euro area,,2005,2.966121435
Euro area,,2006,3.040425539
Euro area,,2007,3.02423358
Euro area,,2008,3.024456739
Euro area,,2009,3.0262537
Euro area,,2010,3.037581444
Euro area,,2011,3.056016922
Euro area,,2012,3.063206911
Euro area,,2013,3.029483795
Euro area,,2014,3.041279793
Europe & Central Asia,,1970,1.733560085
Europe & Central Asia,,1971,1.71327126
Europe & Central Asia,,1972,1.717434764
Europe & Central Asia,,1973,1.72970736
Europe & Central Asia,,1974,1.757145286
Europe & Central Asia,,1975,1.837652922
Europe & Central Asia,,1976,1.862581372
Europe & Central Asia,,1977,1.896555781
Europe & Central Asia,,1978,1.939174533
Europe & Central Asia,,1979,1.946021557
Europe & Central Asia,,1980,1.951030016
Europe & Central Asia,,1981,1.864738345
Europe & Central Asia,,1982,1.885104299
Europe & Central Asia,,1983,1.900993109
Europe & Central Asia,,1984,1.922861814
Europe & Central Asia,,1985,1.970614195
Europe & Central Asia,,1986,1.996329308
Europe & Central Asia,,1987,2.013456345
Europe & Central Asia,,1988,2.04184556
Europe & Central Asia,,1989,2.067350864
Europe & Central Asia,,1990,2.089645624
Europe & Central Asia,,1991,2.043373585
Europe & Central Asia,,1992,1.982181191
Europe & Central Asia,,1993,1.871096373
Europe & Central Asia,,1994,1.674142718
Europe & Central Asia,,1995,1.607147455
Europe & Central Asia,,1996,1.544071317
Europe & Central Asia,,1997,1.460242987
Europe & Central Asia,,1998,1.367129803
Europe & Central Asia,,1999,1.337548256
Europe & Central Asia,,2000,1.365053296
Europe & Central Asia,,2001,1.387907386
Europe & Central Asia,,2002,1.442114949
Europe & Central Asia,,2003,1.509794474
Europe & Central Asia,,2004,1.548178434
Europe & Central Asia,,2005,1.583448052
Europe & Central Asia,,2006,1.662689805
Europe & Central Asia,,2007,1.735849977
Europe & Central Asia,,2008,1.830168128
Europe & Central Asia,,2009,1.880531073
Europe & Central Asia,,2010,1.927350879
Europe & Central Asia,,2011,1.977919817
Europe & Central Asia,,2012,2.01977396
Europe & Central Asia,,2013,2.039544821
Europe & Central Asia,,2014,2.081353426
Europe & Central Asia (all income levels),,1970,1.723196745
Europe & Central Asia (all income levels),,1971,1.713701844
Europe & Central Asia (all income levels),,1972,1.728969455
Europe & Central Asia (all income levels),,1973,1.76573658
Europe & Central Asia (all income levels),,1974,1.81269455
Europe & Central Asia (all income levels),,1975,1.871347308
Europe & Central Asia (all income levels),,1976,1.907150388
Europe & Central Asia (all income levels),,1977,1.942091942
Europe & Central Asia (all income levels),,1978,1.976554036
Europe & Central Asia (all income levels),,1979,1.991004229
Europe & Central Asia (all income levels),,1980,2.01298213
Europe & Central Asia (all income levels),,1981,1.981009007
Europe & Central Asia (all income levels),,1982,1.999290824
Europe & Central Asia (all income levels),,1983,2.020803452
Europe & Central Asia (all income levels),,1984,2.046269894
Europe & Central Asia (all income levels),,1985,2.084167242
Europe & Central Asia (all income levels),,1986,2.111538887
Europe & Central Asia (all income levels),,1987,2.121329546
Europe & Central Asia (all income levels),,1988,2.133704185
Europe & Central Asia (all income levels),,1989,2.144176245
Europe & Central Asia (all income levels),,1990,2.168341875
Europe & Central Asia (all income levels),,1991,2.148015499
Europe & Central Asia (all income levels),,1992,2.113435268
Europe & Central Asia (all income levels),,1993,2.071993351
Europe & Central Asia (all income levels),,1994,1.979547024
Europe & Central Asia (all income levels),,1995,1.953545809
Europe & Central Asia (all income levels),,1996,1.951622009
Europe & Central Asia (all income levels),,1997,1.938388348
Europe & Central Asia (all income levels),,1998,1.916315317
Europe & Central Asia (all income levels),,1999,1.937593818
Europe & Central Asia (all income levels),,2000,1.958374619
Europe & Central Asia (all income levels),,2001,2.001464128
Europe & Central Asia (all income levels),,2002,2.034981251
Europe & Central Asia (all income levels),,2003,2.071506262
Europe & Central Asia (all income levels),,2004,2.072557211
Europe & Central Asia (all income levels),,2005,2.145226479
Europe & Central Asia (all income levels),,2006,2.214694262
Europe & Central Asia (all income levels),,2007,2.254870653
Europe & Central Asia (all income levels),,2008,2.314132452
Europe & Central Asia (all income levels),,2009,2.343369722
Europe & Central Asia (all income levels),,2010,2.374834776
Europe & Central Asia (all income levels),,2011,2.406896114
Europe & Central Asia (all income levels),,2012,2.426096916
Europe & Central Asia (all income levels),,2013,2.410567522
Europe & Central Asia (all income levels),,2014,2.444752693
European Union,,1970,1.736862421
European Union,,1971,1.73656404
European Union,,1972,1.759327054
European Union,,1973,1.817310214
European Union,,1974,1.88685751
European Union,,1975,1.934898734
European Union,,1976,1.98432076
European Union,,1977,2.022925615
European Union,,1978,2.053486347
European Union,,1979,2.08522439
European Union,,1980,2.129673719
European Union,,1981,2.161078215
European Union,,1982,2.171805143
European Union,,1983,2.19006896
European Union,,1984,2.213051558
European Union,,1985,2.241444349
European Union,,1986,2.266285181
European Union,,1987,2.267685413
European Union,,1988,2.266284227
European Union,,1989,2.266197681
European Union,,1990,2.291929007
European Union,,1991,2.28925395
European Union,,1992,2.277295113
European Union,,1993,2.319213152
European Union,,1994,2.347009182
European Union,,1995,2.360939741
European Union,,1996,2.423051834
European Union,,1997,2.46873951
European Union,,1998,2.501219273
European Union,,1999,2.555201292
European Union,,2000,2.590870142
European Union,,2001,2.640710831
European Union,,2002,2.660355806
European Union,,2003,2.673579454
European Union,,2004,2.639910698
European Union,,2005,2.730601549
European Union,,2006,2.795911312
European Union,,2007,2.805210352
European Union,,2008,2.830860376
European Union,,2009,2.842672348
European Union,,2010,2.865338326
European Union,,2011,2.885917902
European Union,,2012,2.889090061
European Union,,2013,2.82518816
European Union,,2014,2.855943441
Fiji,FJI,1974,0.216030002
Fiji,FJI,1975,0.221819997
Fiji,FJI,1977,0.225380003
Fiji,FJI,1978,0.23951
Fiji,FJI,1979,0.249249995
Fiji,FJI,1980,0.268649995
Fiji,FJI,1981,0.258379996
Fiji,FJI,1982,0.260039985
Fiji,FJI,1983,0.277610004
Fiji,FJI,1984,0.26809001
Fiji,FJI,1985,0.208130002
Fiji,FJI,1986,0.265570015
Fiji,FJI,1987,0.306039989
Fiji,FJI,1990,0.376520008
Fiji,FJI,1991,0.398869991
Fiji,FJI,1992,0.424710006
Fiji,FJI,1994,0.335079998
Fiji,FJI,1995,0.372249991
Fiji,FJI,1996,0.440030009
Fiji,FJI,1997,0.432859987
Fiji,FJI,1998,0.428460002
Fiji,FJI,1999,0.462370008
Fiji,FJI,2000,0.328339994
Fiji,FJI,2001,0.37055999
Fiji,FJI,2004,0.505569994
Fiji,FJI,2006,0.515969992
Fiji,FJI,2009,0.536119998
Finland,FIN,1971,0.337399989
Finland,FIN,1973,0.476770014
Finland,FIN,1974,0.584640026
Finland,FIN,1975,0.651409984
Finland,FIN,1985,1.097270012
Finland,FIN,1986,1.139909983
Finland,FIN,1987,1.166569948
Finland,FIN,1988,1.233450055
Finland,FIN,1989,1.286270022
Finland,FIN,1990,1.343870044
Finland,FIN,1991,1.345110059
Finland,FIN,1992,1.39139998
Finland,FIN,1993,1.425109982
Finland,FIN,1994,1.478099942
Finland,FIN,1995,1.539549947
Finland,FIN,1996,1.666409969
Finland,FIN,1997,1.80072999
Finland,FIN,1998,1.842640042
Finland,FIN,1999,1.901690006
Finland,FIN,2000,1.935600042
Finland,FIN,2001,2.12684989
Finland,FIN,2002,2.20491004
Finland,FIN,2003,2.24958992
Finland,FIN,2004,2.355659962
Finland,FIN,2005,2.38244009
Finland,FIN,2006,2.460200071
Finland,FIN,2007,2.535670042
Finland,FIN,2008,2.594690084
Finland,FIN,2009,2.655879974
Finland,FIN,2010,2.730849981
Finland,FIN,2011,2.787620068
Finland,FIN,2012,2.826129913
Finland,FIN,2013,3.243419886
Finland,FIN,2014,3.198760033
France,FRA,1971,2.587879896
France,FRA,1972,2.710619926
France,FRA,1973,2.828929901
France,FRA,1974,2.962909937
France,FRA,1975,3.066260099
France,FRA,1976,3.141649961
France,FRA,1977,3.152699947
France,FRA,1978,3.128730059
France,FRA,1979,3.055720091
France,FRA,1980,3.012269974
France,FRA,1981,3.039050102
France,FRA,1982,3.129940033
France,FRA,1983,3.296010017
France,FRA,1984,3.484839916
France,FRA,1985,3.570480108
France,FRA,1986,3.60800004
France,FRA,1987,3.477890015
France,FRA,1988,3.328399897
France,FRA,1989,3.204129934
France,FRA,1990,3.247149944
France,FRA,1991,3.275150061
France,FRA,1992,3.302629948
France,FRA,1993,3.335390091
France,FRA,1994,3.386780024
France,FRA,1995,3.380820036
France,FRA,1996,3.365689993
France,FRA,1997,3.336169958
France,FRA,1998,3.308729887
France,FRA,1999,3.325560093
France,FRA,2000,3.362410069
France,FRA,2001,3.392260075
France,FRA,2002,3.373549938
France,FRA,2003,3.342220068
France,FRA,2004,3.348360062
France,FRA,2005,3.495549917
France,FRA,2006,3.476229906
France,FRA,2007,3.392040014
France,FRA,2008,3.325530052
France,FRA,2009,3.277780056
France,FRA,2010,3.258440018
France,FRA,2011,3.257610083
France,FRA,2012,3.248349905
France,FRA,2013,3.236740112
France,FRA,2014,3.265120029
Gabon,GAB,1992,0.031709999
Gabon,GAB,1997,0.26473999
Gabon,GAB,2001,0.438829988
Gabon,GAB,2011,1.117210031
Gambia,GMB,1992,0.428730011
Gambia,GMB,1998,0.79786998
Gambia,GMB,1999,0.747160017
Gambia,GMB,2003,0.672379971
Gambia,GMB,2007,0.849590003
Gambia,GMB,2010,1.179540038
Gambia,GMB,2013,1.276600003
Gambia,GMB,2014,1.375
Georgia,GEO,1981,1.518399954
Georgia,GEO,1986,1.27895999
Georgia,GEO,1991,1.770550013
Georgia,GEO,1993,1.246979952
Georgia,GEO,1994,1.069509983
Georgia,GEO,1995,0.770359993
Georgia,GEO,1996,0.976989985
Georgia,GEO,1997,0.896390021
Georgia,GEO,1998,0.965550005
Georgia,GEO,1999,1.049700022
Georgia,GEO,2000,1.112890005
Georgia,GEO,2001,1.169399977
Georgia,GEO,2002,1.267379999
Georgia,GEO,2003,1.396379948
Georgia,GEO,2004,1.535609961
Georgia,GEO,2005,1.661319971
Georgia,GEO,2006,1.793849945
Georgia,GEO,2007,1.808150053
Georgia,GEO,2008,1.783589959
Germany,DEU,1993,2.696460009
Germany,DEU,1994,2.709880114
Germany,DEU,1995,2.519190073
Germany,DEU,1996,2.660300016
Germany,DEU,1997,2.757970095
Germany,DEU,1998,2.794929981
Germany,DEU,1999,2.968590021
Germany,DEU,2000,2.960829973
Germany,DEU,2001,3.131609917
Germany,DEU,2002,3.059010029
Germany,DEU,2003,2.983639956
Germany,DEU,2004,2.862930059
Germany,DEU,2005,2.911250114
Germany,DEU,2006,3.244980097
Germany,DEU,2007,3.29027009
Germany,DEU,2008,3.36571002
Germany,DEU,2009,3.419029951
Germany,DEU,2010,3.422399998
Germany,DEU,2011,3.463200092
Germany,DEU,2012,3.490190029
Germany,DEU,2013,3.291280031
Germany,DEU,2014,3.32626009
Ghana,GHA,1971,0.06594
Ghana,GHA,1973,0.083300002
Ghana,GHA,1975,0.174319997
Ghana,GHA,1978,0.441320002
Ghana,GHA,1979,0.472710013
Ghana,GHA,1980,0.558920026
Ghana,GHA,1981,0.450080007
Ghana,GHA,1982,0.394879997
Ghana,GHA,1983,0.386159986
Ghana,GHA,1984,0.393440008
Ghana,GHA,1985,0.40189001
Ghana,GHA,1986,0.423530012
Ghana,GHA,1987,0.569239974
Ghana,GHA,1988,0.662289977
Ghana,GHA,1989,0.654280007
Ghana,GHA,1990,0.724669993
Ghana,GHA,1999,0.949220002
Ghana,GHA,2000,1.018110037
Ghana,GHA,2001,0.959540009
Ghana,GHA,2004,1.122410059
Ghana,GHA,2005,1.276160002
Ghana,GHA,2006,1.717630029
Ghana,GHA,2007,1.849529982
Ghana,GHA,2008,2.048840046
Ghana,GHA,2009,2.127350092
Ghana,GHA,2011,2.265990019
Ghana,GHA,2012,2.288520098
Ghana,GHA,2013,2.319560051
Ghana,GHA,2014,2.319540024
Ghana,GHA,2015,2.434499979
Greece,GRC,1971,0.615400016
Greece,GRC,1972,0.628350019
Greece,GRC,1973,0.677640021
Greece,GRC,1974,0.707220018
Greece,GRC,1975,0.70984
Greece,GRC,1976,0.71796
Greece,GRC,1977,0.802770019
Greece,GRC,1978,0.889769971
Greece,GRC,1979,1.000970006
Greece,GRC,1980,1.064859986
Greece,GRC,1981,1.08415997
Greece,GRC,1982,1.111029983
Greece,GRC,1983,1.102800012
Greece,GRC,1984,1.119840026
Greece,GRC,1985,1.136059999
Greece,GRC,1986,1.141240001
Greece,GRC,1987,1.122210026
Greece,GRC,1988,1.146530032
Greece,GRC,1989,1.128340006
Greece,GRC,1990,1.129209995
Greece,GRC,1991,1.14102006
Greece,GRC,1992,1.162279963
Greece,GRC,1993,1.197409987
Greece,GRC,1994,1.21262002
Greece,GRC,1995,1.228459954
Greece,GRC,1996,1.222270012
Greece,GRC,1997,1.267940044
Greece,GRC,1998,1.338160038
Greece,GRC,1999,1.342479944
Greece,GRC,2000,1.387779951
Greece,GRC,2001,1.390840054
Greece,GRC,2002,1.355139971
Greece,GRC,2003,1.341670036
Greece,GRC,2004,1.328410029
Greece,GRC,2005,1.345100045
Greece,GRC,2006,1.359249949
Greece,GRC,2007,1.353240013
Greece,GRC,2010,1.484629989
Greece,GRC,2011,1.533110023
Greece,GRC,2012,1.522400022
Greece,GRC,2013,1.52560997
Grenada,GRD,1971,0.697660029
Grenada,GRD,1972,0.964020014
Grenada,GRD,1977,1.056720018
Grenada,GRD,1978,1.165210009
Grenada,GRD,1979,1.129080057
Grenada,GRD,1981,1.051079988
Grenada,GRD,1982,1.116760015
Grenada,GRD,1983,1.21002996
Grenada,GRD,1984,1.183959961
Grenada,GRD,1987,1.209429979
Grenada,GRD,1988,1.25556004
Grenada,GRD,1994,1.245609999
Grenada,GRD,1995,1.361690044
Grenada,GRD,1996,1.291509986
Grenada,GRD,1997,1.425819993
Grenada,GRD,1998,1.422170043
Grenada,GRD,1999,1.493530035
Grenada,GRD,2001,1.784139991
Grenada,GRD,2002,1.531939983
Grenada,GRD,2003,1.650539994
Grenada,GRD,2004,1.656340003
Grenada,GRD,2005,1.741359949
Grenada,GRD,2007,1.847540021
Grenada,GRD,2008,2.095410109
Grenada,GRD,2009,2.042170048
Grenada,GRD,2010,1.971310019
Grenada,GRD,2013,1.88488996
Grenada,GRD,2014,1.829560041
Guatemala,GTM,1975,0.332349986
Guatemala,GTM,1983,0.541719973
Guatemala,GTM,1984,0.523150027
Guatemala,GTM,1985,0.514079988
Guatemala,GTM,1986,0.486809999
Guatemala,GTM,1987,0.524460018
Guatemala,GTM,1991,0.49052
Guatemala,GTM,1992,0.633539975
Guatemala,GTM,1993,0.640670002
Guatemala,GTM,1994,0.655179977
Guatemala,GTM,1995,0.677739978
Guatemala,GTM,1996,0.691839993
Guatemala,GTM,1997,0.689090014
Guatemala,GTM,1998,0.739199996
Guatemala,GTM,1999,0.90625
Guatemala,GTM,2000,1.009600043
Guatemala,GTM,2001,1.088340044
Guatemala,GTM,2002,1.086159945
Guatemala,GTM,2004,1.141330004
Guatemala,GTM,2005,1.153679967
Guatemala,GTM,2006,1.179659963
Guatemala,GTM,2007,1.18193996
Guatemala,GTM,2008,1.22724998
Guatemala,GTM,2009,1.485219955
Guatemala,GTM,2010,1.396569967
Guatemala,GTM,2011,1.358960032
Guatemala,GTM,2012,1.266989946
Guatemala,GTM,2013,1.284369946
Guatemala,GTM,2014,1.312219977
Guinea,GIN,1994,0.04597
Guinea,GIN,1996,0.089560002
Guinea,GIN,1997,0.093719997
Guinea,GIN,1998,0.118419997
Guinea,GIN,2004,0.230989993
Guinea,GIN,2005,0.253639996
Guinea,GIN,2006,0.26256001
Guinea,GIN,2007,0.274969995
Guinea,GIN,2008,0.309610009
Guinea,GIN,2009,0.335920006
Guinea,GIN,2010,0.363099992
Guinea,GIN,2011,0.445850015
Guinea-Bissau,GNB,1971,0.01112
Guinea-Bissau,GNB,1980,0.01571
Guinea-Bissau,GNB,1981,0.018409999
Guinea-Bissau,GNB,1982,0.018610001
Guinea-Bissau,GNB,1983,0.062029999
Guinea-Bissau,GNB,1987,0.041510001
Guinea-Bissau,GNB,2000,0.104199998
Guinea-Bissau,GNB,2010,0.192100003
Guyana,GUY,1977,1.129840016
Guyana,GUY,1978,1.136909962
Guyana,GUY,1979,1.146550059
Guyana,GUY,1980,1.137480021
Guyana,GUY,1981,1.197420001
Guyana,GUY,1982,1.306239963
Guyana,GUY,1983,1.371610045
Guyana,GUY,1985,1.42118001
Guyana,GUY,1986,1.355090022
Guyana,GUY,1987,1.369989991
Guyana,GUY,1988,1.421049953
Guyana,GUY,1989,1.504559994
Guyana,GUY,1991,1.738559961
Guyana,GUY,1992,1.693510056
Guyana,GUY,1993,1.819059968
Guyana,GUY,1994,1.76117003
Guyana,GUY,1995,1.750319958
Guyana,GUY,1996,1.758430004
Guyana,GUY,1997,1.809540033
Guyana,GUY,1999,1.999909997
Guyana,GUY,2000,1.917569995
Guyana,GUY,2001,1.79677999
Guyana,GUY,2003,1.688030005
Guyana,GUY,2005,1.705960035
Guyana,GUY,2007,1.549769998
Guyana,GUY,2008,1.527230024
Guyana,GUY,2009,1.542919993
Guyana,GUY,2010,1.54982996
Guyana,GUY,2011,1.720880032
Guyana,GUY,2012,1.917019963
Haiti,HTI,1984,0.137470007
Haiti,HTI,1985,0.111589998
Heavily indebted poor countries (HIPC),,1970,0.14390628
Heavily indebted poor countries (HIPC),,1971,0.144292995
Heavily indebted poor countries (HIPC),,1972,0.144427896
Heavily indebted poor countries (HIPC),,1973,0.143539995
Heavily indebted poor countries (HIPC),,1974,0.145804271
Heavily indebted poor countries (HIPC),,1975,0.149924546
Heavily indebted poor countries (HIPC),,1976,0.154678807
Heavily indebted poor countries (HIPC),,1977,0.15981698
Heavily indebted poor countries (HIPC),,1978,0.164761096
Heavily indebted poor countries (HIPC),,1979,0.169343621
Heavily indebted poor countries (HIPC),,1980,0.176758707
Heavily indebted poor countries (HIPC),,1981,0.176323444
Heavily indebted poor countries (HIPC),,1982,0.175411642
Heavily indebted poor countries (HIPC),,1983,0.174090698
Heavily indebted poor countries (HIPC),,1984,0.17767179
Heavily indebted poor countries (HIPC),,1985,0.180247337
Heavily indebted poor countries (HIPC),,1986,0.182762787
Heavily indebted poor countries (HIPC),,1987,0.191356495
Heavily indebted poor countries (HIPC),,1988,0.194446743
Heavily indebted poor countries (HIPC),,1989,0.193754137
Heavily indebted poor countries (HIPC),,1990,0.197308779
Heavily indebted poor countries (HIPC),,1991,0.198540688
Heavily indebted poor countries (HIPC),,1992,0.198089555
Heavily indebted poor countries (HIPC),,1993,0.200598761
Heavily indebted poor countries (HIPC),,1994,0.20336467
Heavily indebted poor countries (HIPC),,1995,0.206561089
Heavily indebted poor countries (HIPC),,1996,0.210581854
Heavily indebted poor countries (HIPC),,1997,0.213865474
Heavily indebted poor countries (HIPC),,1998,0.218489662
Heavily indebted poor countries (HIPC),,1999,0.226325333
Heavily indebted poor countries (HIPC),,2000,0.237263888
Heavily indebted poor countries (HIPC),,2001,0.237893745
Heavily indebted poor countries (HIPC),,2002,0.246137485
Heavily indebted poor countries (HIPC),,2003,0.25671342
Heavily indebted poor countries (HIPC),,2004,0.269066423
Heavily indebted poor countries (HIPC),,2005,0.288772404
Heavily indebted poor countries (HIPC),,2006,0.314760089
Heavily indebted poor countries (HIPC),,2007,0.332062453
Heavily indebted poor countries (HIPC),,2008,0.36285007
Heavily indebted poor countries (HIPC),,2009,0.38383761
Heavily indebted poor countries (HIPC),,2010,0.386017561
Heavily indebted poor countries (HIPC),,2011,0.405360341
Heavily indebted poor countries (HIPC),,2012,0.468265891
