Entity,Code,Year,life_exp_primary_edu_index
Latin America & Caribbean (all income levels),,2003,1.521948695
Latin America & Caribbean (all income levels),,2004,1.554762602
Latin America & Caribbean (all income levels),,2005,1.61074841
Latin America & Caribbean (all income levels),,2006,1.659963369
Latin America & Caribbean (all income levels),,2007,1.702257156
Latin America & Caribbean (all income levels),,2008,1.791115522
Latin America & Caribbean (all income levels),,2009,1.822415948
Latin America & Caribbean (all income levels),,2010,1.814721107
Latin America & Caribbean (all income levels),,2011,1.828598022
Latin America & Caribbean (all income levels),,2012,1.861233711
Latin America & Caribbean (all income levels),,2013,1.903246999
Latin America & Caribbean (all income levels),,2014,1.922502398
Latvia,LVA,1981,2.331199884
Latvia,LVA,1986,2.680749893
Latvia,LVA,1990,2.215689898
Latvia,LVA,1991,1.870489955
Latvia,LVA,1992,1.513219953
Latvia,LVA,1993,1.110380054
Latvia,LVA,1994,1.245319963
Latvia,LVA,1995,1.515499949
Latvia,LVA,1996,1.784790039
Latvia,LVA,1997,1.919010043
Latvia,LVA,1998,2.022609949
Latvia,LVA,1999,2.130340099
Latvia,LVA,2000,2.250089884
Latvia,LVA,2001,2.277250051
Latvia,LVA,2002,2.415980101
Latvia,LVA,2003,2.987699986
Latvia,LVA,2004,3.235160112
Latvia,LVA,2005,3.495559931
Latvia,LVA,2006,3.691220045
Latvia,LVA,2007,3.75605011
Latvia,LVA,2008,3.667190075
Latvia,LVA,2009,3.602969885
Latvia,LVA,2010,3.500590086
Latvia,LVA,2011,3.594360113
Latvia,LVA,2012,3.698470116
Latvia,LVA,2013,3.715600014
Latvia,LVA,2014,3.641959906
Least developed countries: UN classification,,1971,0.126022458
Least developed countries: UN classification,,1972,0.125824273
Least developed countries: UN classification,,1973,0.125961453
Least developed countries: UN classification,,1974,0.136767238
Least developed countries: UN classification,,1975,0.14832738
Least developed countries: UN classification,,1976,0.158961877
Least developed countries: UN classification,,1977,0.169822648
Least developed countries: UN classification,,1978,0.180710495
Least developed countries: UN classification,,1979,0.192107514
Least developed countries: UN classification,,1980,0.204693079
Least developed countries: UN classification,,1981,0.216847837
Least developed countries: UN classification,,1982,0.224046826
Least developed countries: UN classification,,1983,0.228784591
Least developed countries: UN classification,,1984,0.23545365
Least developed countries: UN classification,,1985,0.243991524
Least developed countries: UN classification,,1986,0.256690532
Least developed countries: UN classification,,1987,0.265608549
Least developed countries: UN classification,,1988,0.275106281
Least developed countries: UN classification,,1989,0.271976054
Least developed countries: UN classification,,1990,0.268604636
Least developed countries: UN classification,,1991,0.263040245
Least developed countries: UN classification,,1992,0.261795938
Least developed countries: UN classification,,1993,0.259463727
Least developed countries: UN classification,,1994,0.25713858
Least developed countries: UN classification,,1995,0.25650242
Least developed countries: UN classification,,1996,0.255704045
Least developed countries: UN classification,,1997,0.254295111
Least developed countries: UN classification,,1998,0.254312783
Least developed countries: UN classification,,1999,0.248286963
Least developed countries: UN classification,,2000,0.250280201
Least developed countries: UN classification,,2001,0.252853483
Least developed countries: UN classification,,2002,0.24898167
Least developed countries: UN classification,,2003,0.245807797
Least developed countries: UN classification,,2004,0.252867103
Least developed countries: UN classification,,2005,0.277444154
Least developed countries: UN classification,,2006,0.291044414
Least developed countries: UN classification,,2007,0.305218041
Least developed countries: UN classification,,2008,0.32440421
Least developed countries: UN classification,,2009,0.339164227
Least developed countries: UN classification,,2010,0.348933071
Least developed countries: UN classification,,2011,0.406637847
Least developed countries: UN classification,,2012,0.47223866
Least developed countries: UN classification,,2013,0.495823771
Least developed countries: UN classification,,2014,0.514296353
Lebanon,LBN,1971,2.03354001
Lebanon,LBN,1974,1.970600009
Lebanon,LBN,1978,1.654909968
Lebanon,LBN,1980,1.767289996
Lebanon,LBN,1981,1.744349957
Lebanon,LBN,1982,1.713039994
Lebanon,LBN,1983,1.727820039
Lebanon,LBN,1985,1.679520011
Lebanon,LBN,1987,1.916689992
Lebanon,LBN,1989,2.01760006
Lebanon,LBN,1992,2.112890005
Lebanon,LBN,1993,2.180020094
Lebanon,LBN,1994,2.371759892
Lebanon,LBN,1995,2.476959944
Lebanon,LBN,1996,2.533410072
Lebanon,LBN,1997,2.532429934
Lebanon,LBN,1998,2.515769958
Lebanon,LBN,1999,2.278719902
Lebanon,LBN,2000,2.404109955
Lebanon,LBN,2001,2.517280102
Lebanon,LBN,2002,2.375829935
Lebanon,LBN,2003,2.28098011
Lebanon,LBN,2004,2.249639988
Lebanon,LBN,2005,2.174599886
Lebanon,LBN,2006,2.157700062
Lebanon,LBN,2007,2.228620052
Lebanon,LBN,2008,2.280999899
Lebanon,LBN,2009,2.393239975
Lebanon,LBN,2010,2.52918005
Lebanon,LBN,2011,2.542920113
Lebanon,LBN,2012,2.491830111
Lebanon,LBN,2013,2.52937007
Lesotho,LSO,1998,0.689999998
Lesotho,LSO,1999,0.634339988
Lesotho,LSO,2000,0.580229998
Lesotho,LSO,2001,0.783469975
Lesotho,LSO,2002,0.784269989
Lesotho,LSO,2003,0.781840026
Lesotho,LSO,2005,0.864589989
Lesotho,LSO,2010,1.069239974
Lesotho,LSO,2011,1.211889982
Lesotho,LSO,2012,1.214100003
Lesotho,LSO,2013,1.101830006
Lesotho,LSO,2014,0.93866998
Liberia,LBR,1970,0.927190006
Liberia,LBR,1971,0.992399991
Liberia,LBR,1972,1.069159985
Liberia,LBR,1975,1.071349978
Liberia,LBR,1976,0.965870023
Liberia,LBR,1978,1.122390032
Liberia,LBR,1979,1.254230022
Liberia,LBR,1980,1.348250031
Liberia,LBR,1984,1.046049953
Liberia,LBR,1998,0.89647001
Liberia,LBR,1999,1.415949941
Liberia,LBR,2000,1.885120034
Libya,LBY,1971,0.018829999
Libya,LBY,1972,0.03418
Libya,LBY,1973,0.049929999
Libya,LBY,1974,0.060690001
Libya,LBY,1975,0.066409998
Libya,LBY,1976,0.080969997
Libya,LBY,1977,0.082879998
Libya,LBY,1978,0.050900001
Libya,LBY,1980,0.070009999
Libya,LBY,1981,0.080310002
Libya,LBY,1983,0.106909998
Libya,LBY,1984,0.110320002
Libya,LBY,1985,0.118610002
Libya,LBY,1986,0.123860002
Libya,LBY,1999,0.093139999
Libya,LBY,2001,0.15941
Libya,LBY,2002,0.155619994
Libya,LBY,2006,0.197080001
Liechtenstein,LIE,2003,1.91384995
Liechtenstein,LIE,2004,2.040580034
Liechtenstein,LIE,2006,2.000969887
Liechtenstein,LIE,2007,2.016239882
Liechtenstein,LIE,2008,1.968179941
Liechtenstein,LIE,2009,1.968179941
Liechtenstein,LIE,2010,2.021110058
Liechtenstein,LIE,2011,1.923020005
Liechtenstein,LIE,2012,2.016989946
Liechtenstein,LIE,2014,2.051170111
Lithuania,LTU,1981,2.06994009
Lithuania,LTU,1986,2.587869883
Lithuania,LTU,1989,2.665750027
Lithuania,LTU,1990,2.461869955
Lithuania,LTU,1991,2.331799984
Lithuania,LTU,1992,1.944769979
Lithuania,LTU,1993,1.602589965
Lithuania,LTU,1994,1.223479986
Lithuania,LTU,1995,1.352759957
Lithuania,LTU,1996,1.497900009
Lithuania,LTU,1997,1.63575995
Lithuania,LTU,1998,1.875290036
Lithuania,LTU,1999,2.018100023
Lithuania,LTU,2000,2.122230053
Lithuania,LTU,2001,2.107569933
Lithuania,LTU,2002,2.216510057
Lithuania,LTU,2003,2.382560015
Lithuania,LTU,2004,2.469280005
Lithuania,LTU,2005,2.605220079
Lithuania,LTU,2006,2.834860086
Lithuania,LTU,2007,2.889650106
Lithuania,LTU,2008,3.005850077
Lithuania,LTU,2009,3.142070055
Lithuania,LTU,2010,3.166889906
Lithuania,LTU,2011,3.187380075
Lithuania,LTU,2012,3.252340078
Lithuania,LTU,2013,3.383699894
Lithuania,LTU,2014,3.537659883
Low & middle income,,1970,0.324991673
Low & middle income,,1971,0.318187565
Low & middle income,,1972,0.314420521
Low & middle income,,1973,0.313034773
Low & middle income,,1974,0.316745639
Low & middle income,,1975,0.333847702
Low & middle income,,1976,0.381393015
Low & middle income,,1977,0.474413276
Low & middle income,,1978,0.4376463
Low & middle income,,1979,0.438645422
Low & middle income,,1980,0.46020776
Low & middle income,,1981,0.493242383
Low & middle income,,1982,0.495747
Low & middle income,,1983,0.511305094
Low & middle income,,1984,0.525708973
Low & middle income,,1985,0.555125654
Low & middle income,,1986,0.584757924
Low & middle income,,1987,0.605429769
Low & middle income,,1988,0.62981075
Low & middle income,,1989,0.631821215
Low & middle income,,1990,0.62366581
Low & middle income,,1991,0.628598928
Low & middle income,,1992,0.63770318
Low & middle income,,1993,0.641974926
Low & middle income,,1994,0.64128685
Low & middle income,,1995,0.641198993
Low & middle income,,1996,0.646185756
Low & middle income,,1997,0.644623458
Low & middle income,,1998,0.647253573
Low & middle income,,1999,0.648059249
Low & middle income,,2000,0.666936755
Low & middle income,,2001,0.659211397
Low & middle income,,2002,0.658381522
Low & middle income,,2003,0.679553211
Low & middle income,,2004,0.698271811
Low & middle income,,2005,0.722563326
Low & middle income,,2006,0.77408874
Low & middle income,,2007,0.806651473
Low & middle income,,2008,0.845230579
Low & middle income,,2009,0.859298944
Low & middle income,,2010,0.87516731
Low & middle income,,2011,0.920942605
Low & middle income,,2012,0.987435639
Low & middle income,,2013,1.039636254
Low & middle income,,2014,1.066920757
Low income,,1972,0.240103319
Low income,,1973,0.249386773
Low income,,1974,0.257004261
Low income,,1975,0.246960297
Low income,,1976,0.247054413
Low income,,1977,0.241702542
Low income,,1978,0.235419348
Low income,,1979,0.229712561
Low income,,1980,0.229021579
Low income,,1981,0.224103138
Low income,,1982,0.216496915
Low income,,1983,0.205680192
Low income,,1984,0.201586485
Low income,,1985,0.211838871
Low income,,1986,0.213653594
Low income,,1987,0.222295001
Low income,,1988,0.232293427
Low income,,1989,0.238773629
Low income,,1990,0.23203212
Low income,,1991,0.233190522
Low income,,1992,0.228985265
Low income,,1993,0.225729361
Low income,,1994,0.224004358
Low income,,1995,0.230682597
Low income,,1996,0.23258239
Low income,,1997,0.23559016
Low income,,1998,0.240202755
Low income,,1999,0.247029975
Low income,,2000,0.253495812
Low income,,2001,0.253404379
Low income,,2002,0.2550551
Low income,,2003,0.25954783
Low income,,2004,0.265881538
Low income,,2005,0.295425892
Low income,,2006,0.303697675
Low income,,2007,0.317396253
Low income,,2008,0.350818217
Low income,,2009,0.361788511
Low income,,2010,0.366114885
Low income,,2011,0.378872007
Low income,,2012,0.442309588
Low income,,2013,0.457729161
Low income,,2014,0.477466315
Lower middle income,,1970,0.235491291
Lower middle income,,1971,0.235530645
Lower middle income,,1972,0.237802252
Lower middle income,,1973,0.240689784
Lower middle income,,1974,0.246491149
Lower middle income,,1975,0.265375257
Lower middle income,,1976,0.274297804
Lower middle income,,1977,0.286799461
Lower middle income,,1978,0.302573949
Lower middle income,,1979,0.310864508
Lower middle income,,1980,0.328865141
Lower middle income,,1981,0.325847119
Lower middle income,,1982,0.331721485
Lower middle income,,1983,0.33662793
Lower middle income,,1984,0.344474554
Lower middle income,,1985,0.353381872
Lower middle income,,1986,0.36403662
Lower middle income,,1987,0.368105352
Lower middle income,,1988,0.382977515
Lower middle income,,1989,0.383083016
Lower middle income,,1990,0.382252663
Lower middle income,,1991,0.385263115
Lower middle income,,1992,0.381293774
Lower middle income,,1993,0.375606
Lower middle income,,1994,0.383065283
Lower middle income,,1995,0.387275815
Lower middle income,,1996,0.386982948
Lower middle income,,1997,0.390041232
Lower middle income,,1998,0.39167577
Lower middle income,,1999,0.394298613
Lower middle income,,2000,0.394944817
Lower middle income,,2001,0.388563275
Lower middle income,,2002,0.411454767
Lower middle income,,2003,0.427024364
Lower middle income,,2004,0.437719077
Lower middle income,,2005,0.457928866
Lower middle income,,2006,0.51622957
Lower middle income,,2007,0.546510994
Lower middle income,,2008,0.582007945
Lower middle income,,2009,0.586554229
Lower middle income,,2010,0.58752048
Lower middle income,,2011,0.624785125
Lower middle income,,2012,0.655779481
Lower middle income,,2013,0.706161797
Lower middle income,,2014,0.716983855
Luxembourg,LUX,1970,1.446079969
Luxembourg,LUX,1971,1.532459974
Luxembourg,LUX,1972,1.641600013
Luxembourg,LUX,1973,1.720800042
Luxembourg,LUX,1974,1.769639969
Luxembourg,LUX,1975,1.781669974
Luxembourg,LUX,1976,1.850260019
Luxembourg,LUX,1977,1.853029966
Luxembourg,LUX,1978,1.619879961
Luxembourg,LUX,1979,1.648149967
Luxembourg,LUX,1980,1.855800033
Luxembourg,LUX,1981,1.876629949
Luxembourg,LUX,1982,1.87184
Luxembourg,LUX,1983,1.870429993
Luxembourg,LUX,1984,1.911120057
Luxembourg,LUX,1985,1.849480033
Luxembourg,LUX,1986,1.875139952
Luxembourg,LUX,1987,1.982120037
Luxembourg,LUX,1988,1.876590014
Luxembourg,LUX,1989,1.818120003
Luxembourg,LUX,1990,1.819769979
Luxembourg,LUX,1991,1.847000003
Luxembourg,LUX,1992,1.875049949
Luxembourg,LUX,1994,1.921759963
Luxembourg,LUX,1995,2.058809996
Luxembourg,LUX,1996,1.890390038
Luxembourg,LUX,1997,1.847640038
Luxembourg,LUX,1998,1.845039964
Luxembourg,LUX,1999,2.14222002
Luxembourg,LUX,2000,2.332609892
Luxembourg,LUX,2001,2.376909971
Luxembourg,LUX,2002,2.498029947
Luxembourg,LUX,2003,2.575030088
Luxembourg,LUX,2004,2.5322299
Luxembourg,LUX,2005,2.605639935
Luxembourg,LUX,2006,2.617530107
Luxembourg,LUX,2007,2.580060005
Luxembourg,LUX,2008,2.605679989
Luxembourg,LUX,2010,2.675470114
Luxembourg,LUX,2011,2.656780005
Luxembourg,LUX,2012,2.759799957
Luxembourg,LUX,2013,2.803450108
Macao,MAC,1971,1.334820032
Macao,MAC,1972,1.264960051
Macao,MAC,1974,1.112789989
Macao,MAC,1975,0.997169971
Macao,MAC,1976,1.28350997
Macao,MAC,1977,1.832409978
Macao,MAC,1978,1.878589988
Macao,MAC,1979,2.157480001
Macao,MAC,1989,2.792479992
Macao,MAC,1990,2.808640003
Macao,MAC,1991,2.960040092
Macao,MAC,1992,2.911859989
Macao,MAC,1993,2.797199965
Macao,MAC,1999,2.673810005
Macao,MAC,2000,2.652460098
Macao,MAC,2001,2.566289902
Macao,MAC,2002,2.529599905
Macao,MAC,2003,2.523190022
Macao,MAC,2004,2.527889967
Madagascar,MDG,1995,0.130119994
Madagascar,MDG,1998,0.119649999
Madagascar,MDG,1999,0.099569999
Madagascar,MDG,2000,0.102710001
Madagascar,MDG,2001,0.10272
Madagascar,MDG,2005,0.23048
Madagascar,MDG,2006,0.245140001
Madagascar,MDG,2007,0.251230001
Madagascar,MDG,2008,0.258700013
Madagascar,MDG,2009,0.28817001
Madagascar,MDG,2010,0.258929998
Madagascar,MDG,2013,0.371600002
Madagascar,MDG,2014,0.418110013
Malaysia,MYS,1974,0.161770001
Malaysia,MYS,1980,0.464320004
Malaysia,MYS,1982,0.624360025
Malaysia,MYS,1983,0.66188997
Malaysia,MYS,1984,0.662450016
Malaysia,MYS,1985,0.689909995
Malaysia,MYS,1987,0.698530018
Malaysia,MYS,1988,0.64677
Malaysia,MYS,1989,0.703790009
Malaysia,MYS,1990,0.686919987
Malaysia,MYS,1991,0.768679976
Malaysia,MYS,1992,0.783609986
Malaysia,MYS,1993,0.800650001
Malaysia,MYS,1994,1.198760033
Malaysia,MYS,1995,0.901380002
Malaysia,MYS,1996,0.794839978
Malaysia,MYS,1998,1.114510059
Malaysia,MYS,1999,1.077340007
Malaysia,MYS,2000,1.02997005
Malaysia,MYS,2001,1.039579988
Malaysia,MYS,2002,1.055259943
Malaysia,MYS,2003,1.126600027
Malaysia,MYS,2004,1.224370003
Malaysia,MYS,2005,1.275060058
Malaysia,MYS,2006,1.170029998
Malaysia,MYS,2007,1.257509947
Malaysia,MYS,2008,1.501119971
Malaysia,MYS,2009,1.54847002
Malaysia,MYS,2010,1.606250048
Malaysia,MYS,2012,1.764410019
Malaysia,MYS,2013,1.891639948
Malaysia,MYS,2014,1.967049956
Maldives,MDV,1970,0.218339995
Maldives,MDV,1971,0.199059993
Maldives,MDV,1977,0.266050011
Maldives,MDV,1978,0.259039998
Maldives,MDV,1981,0.314539999
Maldives,MDV,1982,0.35244
Maldives,MDV,1986,0.351720005
Maldives,MDV,1992,0.389349997
Maldives,MDV,1993,1.126610041
Maldives,MDV,1995,1.324349999
Maldives,MDV,1996,1.265930057
Maldives,MDV,1997,1.317059994
Maldives,MDV,1998,1.491899967
Maldives,MDV,1999,1.598060012
Maldives,MDV,2000,1.783450007
Maldives,MDV,2001,1.84344995
Maldives,MDV,2002,1.944079995
Maldives,MDV,2003,1.777699947
Maldives,MDV,2004,2.138999939
Maldives,MDV,2005,2.256489992
Maldives,MDV,2006,2.41486001
Maldives,MDV,2007,2.495460033
Mali,MLI,1995,0.0515
Mali,MLI,1996,0.054370001
Mali,MLI,1997,0.06219
Mali,MLI,1998,0.069650002
Mali,MLI,1999,0.061330002
Mali,MLI,2000,0.061009999
Mali,MLI,2001,0.062010001
Mali,MLI,2002,0.053180002
Mali,MLI,2003,0.069789998
Mali,MLI,2004,0.086269997
Mali,MLI,2005,0.10904
Mali,MLI,2006,0.118620001
Mali,MLI,2007,0.121789999
Mali,MLI,2008,0.135480002
Mali,MLI,2009,0.126159996
Mali,MLI,2010,0.126269996
Mali,MLI,2011,0.13527
Mali,MLI,2013,0.146329999
Mali,MLI,2014,0.155959994
Malta,MLT,1970,0.398259997
Malta,MLT,1971,0.494289994
Malta,MLT,1972,0.488200009
Malta,MLT,1973,0.590520024
Malta,MLT,1974,0.577210009
Malta,MLT,1975,0.830869973
Malta,MLT,1976,1.431820035
Malta,MLT,1977,1.520310044
Malta,MLT,1978,1.372779965
Malta,MLT,1979,1.338170052
Malta,MLT,1980,1.407269955
Malta,MLT,1981,1.36243999
Malta,MLT,1982,1.313009977
Malta,MLT,1983,1.295099974
Malta,MLT,1984,1.298130035
Malta,MLT,1985,1.317589998
Malta,MLT,1986,1.343600035
Malta,MLT,1987,1.440690041
Malta,MLT,1988,1.503190041
Malta,MLT,1989,2.131599903
Malta,MLT,1990,2.0848701
Malta,MLT,1991,2.072550058
Malta,MLT,1992,2.100470066
Malta,MLT,1993,2.084599972
Malta,MLT,1994,2.075020075
Malta,MLT,1995,1.934080005
Malta,MLT,1996,1.968430042
Malta,MLT,1997,2.018249989
Malta,MLT,1998,1.966959953
Malta,MLT,1999,1.990180016
Malta,MLT,2000,1.935479999
Malta,MLT,2001,1.935709953
Malta,MLT,2002,1.927000046
Malta,MLT,2003,1.918449998
Malta,MLT,2004,1.915799975
Malta,MLT,2005,1.872679949
Malta,MLT,2006,1.878350019
Malta,MLT,2007,2.083849907
Malta,MLT,2008,2.127449989
Malta,MLT,2009,2.056910038
Malta,MLT,2010,2.151109934
Malta,MLT,2011,2.228100061
Malta,MLT,2012,2.345669985
Malta,MLT,2013,2.296809912
Malta,MLT,2014,2.313750029
Marshall Islands,MHL,1999,1.145239949
Marshall Islands,MHL,2002,1.128520012
Marshall Islands,MHL,2007,0.939450026
Marshall Islands,MHL,2008,0.996469975
Marshall Islands,MHL,2009,0.974740028
Marshall Islands,MHL,2011,0.954519987
Mauritania,MRT,1993,0.01165
Mauritania,MRT,2003,0.057240002
Mauritania,MRT,2004,0.05215
Mauritania,MRT,2014,0.099490002
Mauritius,MUS,1970,0.411669999
Mauritius,MUS,1971,0.405840009
Mauritius,MUS,1972,0.403600007
Mauritius,MUS,1973,0.418729991
Mauritius,MUS,1974,0.414240003
Mauritius,MUS,1975,0.450199991
Mauritius,MUS,1976,0.386519998
Mauritius,MUS,1977,0.372289985
Mauritius,MUS,1978,0.535979986
Mauritius,MUS,1979,0.558679998
Mauritius,MUS,1980,0.533869982
Mauritius,MUS,1981,0.511550009
Mauritius,MUS,1982,0.493779987
Mauritius,MUS,1990,1.077200055
Mauritius,MUS,1993,1.680520058
Mauritius,MUS,1995,1.526460052
Mauritius,MUS,1996,1.606490016
Mauritius,MUS,1997,1.921450019
Mauritius,MUS,1998,1.858289957
Mauritius,MUS,1999,1.878700018
Mauritius,MUS,2000,1.80618
Mauritius,MUS,2001,1.83423996
Mauritius,MUS,2002,1.875020027
Mauritius,MUS,2003,2.06276989
Mauritius,MUS,2004,2.00635004
Mauritius,MUS,2005,2.016639948
Mauritius,MUS,2006,1.990049958
Mauritius,MUS,2007,1.932019949
Mauritius,MUS,2008,1.910779953
Mauritius,MUS,2009,1.979079962
Mauritius,MUS,2010,2.093489885
Mauritius,MUS,2011,2.132260084
Mauritius,MUS,2012,2.119679928
Mauritius,MUS,2013,2.082139969
Mauritius,MUS,2014,2.036989927
Mexico,MEX,1971,0.245250002
Mexico,MEX,1972,0.248480007
Mexico,MEX,1974,0.243780002
Mexico,MEX,1975,0.250039995
Mexico,MEX,1976,0.264899999
Mexico,MEX,1977,0.297679991
Mexico,MEX,1978,0.300020009
Mexico,MEX,1980,0.359450012
Mexico,MEX,1981,0.459780008
Mexico,MEX,1982,0.608919978
Mexico,MEX,1983,0.741670012
Mexico,MEX,1984,0.847850025
Mexico,MEX,1985,0.976069987
Mexico,MEX,1986,1.080160022
Mexico,MEX,1987,1.157899976
Mexico,MEX,1988,1.191840053
Mexico,MEX,1989,1.20649004
Mexico,MEX,1990,1.198029995
Mexico,MEX,1991,1.226070046
Mexico,MEX,1992,1.240190029
Mexico,MEX,1993,1.25485003
Mexico,MEX,1994,1.291569948
Mexico,MEX,1995,1.32633996
Mexico,MEX,1996,1.351869941
Mexico,MEX,1997,1.370399952
Mexico,MEX,1998,1.392060041
Mexico,MEX,1999,1.403689981
Mexico,MEX,2000,1.410019994
Mexico,MEX,2001,1.416429996
Mexico,MEX,2002,1.415549994
Mexico,MEX,2003,1.496899962
Mexico,MEX,2004,1.540480018
Mexico,MEX,2005,1.688629985
Mexico,MEX,2006,1.841910005
Mexico,MEX,2007,1.972730041
Mexico,MEX,2008,1.990159988
Mexico,MEX,2009,1.95886004
Mexico,MEX,2010,1.958809972
Mexico,MEX,2011,1.981780052
Mexico,MEX,2012,2.017869949
Mexico,MEX,2013,2.050040007
Mexico,MEX,2014,2.068039894
Micronesia (country),FSM,1971,0.233229995
Micronesia (country),FSM,1973,0.202010006
Micronesia (country),FSM,1974,0.179989994
Micronesia (country),FSM,1975,0.320129991
Micronesia (country),FSM,1976,0.313450009
Micronesia (country),FSM,1999,1.068830013
Middle East & North Africa,,1970,0.14286913
Middle East & North Africa,,1971,0.141635522
Middle East & North Africa,,1972,0.140801013
Middle East & North Africa,,1973,0.140493661
Middle East & North Africa,,1974,0.142468557
Middle East & North Africa,,1975,0.162762508
Middle East & North Africa,,1976,0.193358839
Middle East & North Africa,,1977,0.2104287
Middle East & North Africa,,1978,0.214902282
Middle East & North Africa,,1979,0.226946354
Middle East & North Africa,,1980,0.227043688
Middle East & North Africa,,1981,0.224158958
Middle East & North Africa,,1982,0.227805763
Middle East & North Africa,,1983,0.225037962
Middle East & North Africa,,1984,0.23321566
Middle East & North Africa,,1985,0.216731608
Middle East & North Africa,,1986,0.21819602
Middle East & North Africa,,1987,0.220482275
Middle East & North Africa,,1988,0.221536756
Middle East & North Africa,,1989,0.228600577
Middle East & North Africa,,1990,0.232497603
Middle East & North Africa,,1991,0.238790557
Middle East & North Africa,,1992,0.239576265
Middle East & North Africa,,1993,0.231203958
Middle East & North Africa,,1994,0.23223713
Middle East & North Africa,,1995,0.242976114
Middle East & North Africa,,1996,0.256134212
Middle East & North Africa,,1997,0.274295241
Middle East & North Africa,,1998,0.296894938
Middle East & North Africa,,1999,0.289574981
Middle East & North Africa,,2000,0.302046508
Middle East & North Africa,,2001,0.309372008
Middle East & North Africa,,2002,0.324254364
Middle East & North Africa,,2003,0.340228021
Middle East & North Africa,,2004,0.360601515
Middle East & North Africa,,2005,0.392026752
Middle East & North Africa,,2006,0.429630667
Middle East & North Africa,,2007,0.429153591
Middle East & North Africa,,2008,0.455113977
Middle East & North Africa,,2009,0.491225243
Middle East & North Africa,,2010,0.509923756
Middle East & North Africa,,2011,0.495871425
Middle East & North Africa,,2012,0.484889179
Middle East & North Africa,,2013,0.483377635
Middle East & North Africa,,2014,0.531726599
Middle East & North Africa (all income levels),,1970,0.167760581
Middle East & North Africa (all income levels),,1971,0.167114288
Middle East & North Africa (all income levels),,1972,0.167137623
Middle East & North Africa (all income levels),,1973,0.16585198
Middle East & North Africa (all income levels),,1974,0.169517502
Middle East & North Africa (all income levels),,1975,0.198354259
Middle East & North Africa (all income levels),,1976,0.228956178
Middle East & North Africa (all income levels),,1977,0.243760169
Middle East & North Africa (all income levels),,1978,0.246689305
Middle East & North Africa (all income levels),,1979,0.266905189
Middle East & North Africa (all income levels),,1980,0.265788406
Middle East & North Africa (all income levels),,1981,0.26392889
Middle East & North Africa (all income levels),,1982,0.268852502
Middle East & North Africa (all income levels),,1983,0.266754061
Middle East & North Africa (all income levels),,1984,0.272648573
Middle East & North Africa (all income levels),,1985,0.257940441
Middle East & North Africa (all income levels),,1986,0.260466278
Middle East & North Africa (all income levels),,1987,0.262417644
Middle East & North Africa (all income levels),,1988,0.2641505
Middle East & North Africa (all income levels),,1989,0.272521228
Middle East & North Africa (all income levels),,1990,0.277326345
Middle East & North Africa (all income levels),,1991,0.282164484
Middle East & North Africa (all income levels),,1992,0.284794301
Middle East & North Africa (all income levels),,1993,0.279639482
Middle East & North Africa (all income levels),,1994,0.28317523
Middle East & North Africa (all income levels),,1995,0.290470064
Middle East & North Africa (all income levels),,1996,0.303583145
Middle East & North Africa (all income levels),,1997,0.320582092
Middle East & North Africa (all income levels),,1998,0.342639476
Middle East & North Africa (all income levels),,1999,0.338188589
Middle East & North Africa (all income levels),,2000,0.352193266
Middle East & North Africa (all income levels),,2001,0.364000052
Middle East & North Africa (all income levels),,2002,0.382020384
Middle East & North Africa (all income levels),,2003,0.402291447
Middle East & North Africa (all income levels),,2004,0.419781476
Middle East & North Africa (all income levels),,2005,0.450021416
Middle East & North Africa (all income levels),,2006,0.484624684
Middle East & North Africa (all income levels),,2007,0.49025923
Middle East & North Africa (all income levels),,2008,0.515230477
Middle East & North Africa (all income levels),,2009,0.551742315
Middle East & North Africa (all income levels),,2010,0.567199528
Middle East & North Africa (all income levels),,2011,0.560749829
Middle East & North Africa (all income levels),,2012,0.553379536
Middle East & North Africa (all income levels),,2013,0.558322847
Middle East & North Africa (all income levels),,2014,0.609068513
Middle income,,1970,0.332834482
Middle income,,1971,0.325514048
Middle income,,1972,0.320763886
Middle income,,1973,0.318556786
Middle income,,1974,0.321999431
Middle income,,1975,0.341548681
Middle income,,1976,0.393550575
Middle income,,1977,0.495964617
Middle income,,1978,0.456815541
Middle income,,1979,0.458870232
Middle income,,1980,0.482956797
Middle income,,1981,0.52027607
Middle income,,1982,0.524453282
Middle income,,1983,0.543377638
Middle income,,1984,0.560229063
Middle income,,1985,0.591674089
Middle income,,1986,0.624718606
Middle income,,1987,0.646938682
Middle income,,1988,0.673044741
Middle income,,1989,0.674586236
Middle income,,1990,0.666636288
Middle income,,1991,0.672519445
Middle income,,1992,0.683506548
Middle income,,1993,0.689137459
Middle income,,1994,0.689339697
Middle income,,1995,0.690576434
Middle income,,1996,0.697676837
Middle income,,1997,0.698479474
Middle income,,1998,0.70418936
Middle income,,1999,0.707318306
Middle income,,2000,0.728460133
Middle income,,2001,0.722375453
Middle income,,2002,0.723413289
Middle income,,2003,0.74928081
Middle income,,2004,0.771966517
Middle income,,2005,0.797281206
Middle income,,2006,0.85817951
Middle income,,2007,0.895235181
Middle income,,2008,0.935652792
Middle income,,2009,0.951125085
Middle income,,2010,0.970621943
Middle income,,2011,1.024397731
Middle income,,2012,1.09283936
Middle income,,2013,1.153592706
Middle income,,2014,1.18360734
Moldova,MDA,1981,2.333410025
Moldova,MDA,1986,2.652810097
