Year,Code,award,egg_index,entrance_age_index,life_exp_primary_edu_index,meat_index,milk_index,calory_index,primary_edu_duration_index,protein_index
2008,ISR,Silver medal,8.84,3,2.976830006,102.1,195.04,3523,3,128.22
2008,ISR,Bronze medal,8.84,3,2.976830006,102.1,195.04,3523,3,128.22
2008,ISR,Bronze medal,8.84,3,2.976830006,102.1,195.04,3523,3,128.22
2008,ISR,Honourable mention,8.84,3,2.976830006,102.1,195.04,3523,3,128.22
2008,ISR,Honourable mention,8.84,3,2.976830006,102.1,195.04,3523,3,128.22
2009,ISR,Bronze medal,9.58,3,3.175630093,96.09,181.86,3514,3,124.77
2009,ISR,Bronze medal,9.58,3,3.175630093,96.09,181.86,3514,3,124.77
2009,ISR,Bronze medal,9.58,3,3.175630093,96.09,181.86,3514,3,124.77
2009,ISR,Honourable mention,9.58,3,3.175630093,96.09,181.86,3514,3,124.77
2009,ISR,Honourable mention,9.58,3,3.175630093,96.09,181.86,3514,3,124.77
2009,ISR,NA,9.58,3,3.175630093,96.09,181.86,3514,3,124.77
2010,ISR,Silver medal,9.68,3,2.929389954,97.58,183.41,3535,3,125.58
2010,ISR,Bronze medal,9.68,3,2.929389954,97.58,183.41,3535,3,125.58
2010,ISR,Honourable mention,9.68,3,2.929389954,97.58,183.41,3535,3,125.58
2010,ISR,Honourable mention,9.68,3,2.929389954,97.58,183.41,3535,3,125.58
2010,ISR,NA,9.68,3,2.929389954,97.58,183.41,3535,3,125.58
2011,ISR,Gold medal,10.92,3,3.122730017,99.08,184.71,3546,3,126.23
2011,ISR,Bronze medal,10.92,3,3.122730017,99.08,184.71,3546,3,126.23
2011,ISR,Bronze medal,10.92,3,3.122730017,99.08,184.71,3546,3,126.23
2011,ISR,Bronze medal,10.92,3,3.122730017,99.08,184.71,3546,3,126.23
2011,ISR,Bronze medal,10.92,3,3.122730017,99.08,184.71,3546,3,126.23
2011,ISR,Honourable mention,10.92,3,3.122730017,99.08,184.71,3546,3,126.23
2012,ISR,Silver medal,10.41,3,3.063839912,98.28,191.06,3603,3,127.87
2012,ISR,Silver medal,10.41,3,3.063839912,98.28,191.06,3603,3,127.87
2012,ISR,Silver medal,10.41,3,3.063839912,98.28,191.06,3603,3,127.87
2012,ISR,Bronze medal,10.41,3,3.063839912,98.28,191.06,3603,3,127.87
2012,ISR,Honourable mention,10.41,3,3.063839912,98.28,191.06,3603,3,127.87
2012,ISR,NA,10.41,3,3.063839912,98.28,191.06,3603,3,127.87
2013,ISR,Gold medal,11.35,3,3.386679888,95.15,193.6,3610,3,128.14
2013,ISR,Silver medal,11.35,3,3.386679888,95.15,193.6,3610,3,128.14
2013,ISR,Silver medal,11.35,3,3.386679888,95.15,193.6,3610,3,128.14
2013,ISR,Silver medal,11.35,3,3.386679888,95.15,193.6,3610,3,128.14
2013,ISR,Bronze medal,11.35,3,3.386679888,95.15,193.6,3610,3,128.14
2013,ISR,Bronze medal,11.35,3,3.386679888,95.15,193.6,3610,3,128.14
2014,ISR,Silver medal,9.97,3,3.327660084,80.31042168674699,193.62,3500.0180722891564,3,119.66403614457832
2014,ISR,Silver medal,9.97,3,3.327660084,80.31042168674699,193.62,3500.0180722891564,3,119.66403614457832
2014,ISR,Silver medal,9.97,3,3.327660084,80.31042168674699,193.62,3500.0180722891564,3,119.66403614457832
2014,ISR,Silver medal,9.97,3,3.327660084,80.31042168674699,193.62,3500.0180722891564,3,119.66403614457832
2014,ISR,Silver medal,9.97,3,3.327660084,80.31042168674699,193.62,3500.0180722891564,3,119.66403614457832
2014,ISR,Bronze medal,9.97,3,3.327660084,80.31042168674699,193.62,3500.0180722891564,3,119.66403614457832
2015,ISR,Gold medal,9.98,3,3.10316879455,80.31042168674699,182.94,3500.0180722891564,3,119.66403614457832
2015,ISR,Bronze medal,9.98,3,3.10316879455,80.31042168674699,182.94,3500.0180722891564,3,119.66403614457832
2015,ISR,Bronze medal,9.98,3,3.10316879455,80.31042168674699,182.94,3500.0180722891564,3,119.66403614457832
2015,ISR,Honourable mention,9.98,3,3.10316879455,80.31042168674699,182.94,3500.0180722891564,3,119.66403614457832
2015,ISR,Honourable mention,9.98,3,3.10316879455,80.31042168674699,182.94,3500.0180722891564,3,119.66403614457832
2015,ISR,NA,9.98,3,3.10316879455,80.31042168674699,182.94,3500.0180722891564,3,119.66403614457832
2016,ISR,Silver medal,10.32,3,3.10316879455,80.31042168674699,192.07,3500.0180722891564,3,119.66403614457832
2016,ISR,Silver medal,10.32,3,3.10316879455,80.31042168674699,192.07,3500.0180722891564,3,119.66403614457832
2016,ISR,Silver medal,10.32,3,3.10316879455,80.31042168674699,192.07,3500.0180722891564,3,119.66403614457832
2016,ISR,Bronze medal,10.32,3,3.10316879455,80.31042168674699,192.07,3500.0180722891564,3,119.66403614457832
2016,ISR,Bronze medal,10.32,3,3.10316879455,80.31042168674699,192.07,3500.0180722891564,3,119.66403614457832
2016,ISR,Bronze medal,10.32,3,3.10316879455,80.31042168674699,192.07,3500.0180722891564,3,119.66403614457832
2017,ISR,Silver medal,9.99,2.5760869565217392,3.10316879455,80.31042168674699,192.36,3500.0180722891564,3.4239130434782608,119.66403614457832
2017,ISR,Silver medal,9.99,2.5760869565217392,3.10316879455,80.31042168674699,192.36,3500.0180722891564,3.4239130434782608,119.66403614457832
2017,ISR,Silver medal,9.99,2.5760869565217392,3.10316879455,80.31042168674699,192.36,3500.0180722891564,3.4239130434782608,119.66403614457832
2017,ISR,Bronze medal,9.99,2.5760869565217392,3.10316879455,80.31042168674699,192.36,3500.0180722891564,3.4239130434782608,119.66403614457832
2017,ISR,Bronze medal,9.99,2.5760869565217392,3.10316879455,80.31042168674699,192.36,3500.0180722891564,3.4239130434782608,119.66403614457832
2017,ISR,NA,9.99,2.5760869565217392,3.10316879455,80.31042168674699,192.36,3500.0180722891564,3.4239130434782608,119.66403614457832
1985,IRN,Silver medal,4.54,5,0.053380001,19.16,70.44,2712,1,71.67
1987,IRN,Bronze medal,4.18,5,0.075779997,19.14,60.59,2786,1,73.79
1987,IRN,NA,4.18,5,0.075779997,19.14,60.59,2786,1,73.79
1987,IRN,NA,4.18,5,0.075779997,19.14,60.59,2786,1,73.79
1987,IRN,NA,4.18,5,0.075779997,19.14,60.59,2786,1,73.79
1987,IRN,NA,4.18,5,0.075779997,19.14,60.59,2786,1,73.79
1987,IRN,NA,4.18,5,0.075779997,19.14,60.59,2786,1,73.79
1988,IRN,Silver medal,4.01,5,0.085199997,18.62,58.95,2713,1,74.99
1988,IRN,Bronze medal,4.01,5,0.085199997,18.62,58.95,2713,1,74.99
1988,IRN,Bronze medal,4.01,5,0.085199997,18.62,58.95,2713,1,74.99
1988,IRN,Bronze medal,4.01,5,0.085199997,18.62,58.95,2713,1,74.99
1988,IRN,NA,4.01,5,0.085199997,18.62,58.95,2713,1,74.99
1988,IRN,NA,4.01,5,0.085199997,18.62,58.95,2713,1,74.99
1989,IRN,Silver medal,4.59,5,0.09905,19.21,55,2855,1,75.11
1989,IRN,Silver medal,4.59,5,0.09905,19.21,55,2855,1,75.11
1989,IRN,Bronze medal,4.59,5,0.09905,19.21,55,2855,1,75.11
1989,IRN,Bronze medal,4.59,5,0.09905,19.21,55,2855,1,75.11
1989,IRN,Bronze medal,4.59,5,0.09905,19.21,55,2855,1,75.11
1989,IRN,Honourable mention,4.59,5,0.09905,19.21,55,2855,1,75.11
1990,IRN,Silver medal,4.47,5,0.117470004,19.72,59.85,2883,1,75.61
1990,IRN,Silver medal,4.47,5,0.117470004,19.72,59.85,2883,1,75.61
1990,IRN,Silver medal,4.47,5,0.117470004,19.72,59.85,2883,1,75.61
1990,IRN,Silver medal,4.47,5,0.117470004,19.72,59.85,2883,1,75.61
1990,IRN,NA,4.47,5,0.117470004,19.72,59.85,2883,1,75.61
1990,IRN,NA,4.47,5,0.117470004,19.72,59.85,2883,1,75.61
1991,IRN,Gold medal,5.08,5,0.121639997,20.16,64.37,2941,1,77.92
1991,IRN,Gold medal,5.08,5,0.121639997,20.16,64.37,2941,1,77.92
1991,IRN,Silver medal,5.08,5,0.121639997,20.16,64.37,2941,1,77.92
1991,IRN,Bronze medal,5.08,5,0.121639997,20.16,64.37,2941,1,77.92
1991,IRN,Bronze medal,5.08,5,0.121639997,20.16,64.37,2941,1,77.92
1991,IRN,NA,5.08,5,0.121639997,20.16,64.37,2941,1,77.92
1992,IRN,Silver medal,5.8,5,0.133880004,22.1,57.09,3025,1,81.23
1992,IRN,Silver medal,5.8,5,0.133880004,22.1,57.09,3025,1,81.23
1992,IRN,Silver medal,5.8,5,0.133880004,22.1,57.09,3025,1,81.23
1992,IRN,Bronze medal,5.8,5,0.133880004,22.1,57.09,3025,1,81.23
1992,IRN,Bronze medal,5.8,5,0.133880004,22.1,57.09,3025,1,81.23
1992,IRN,Honourable mention,5.8,5,0.133880004,22.1,57.09,3025,1,81.23
1993,IRN,Gold medal,6.56,5,0.089989997,23.26,58.84,3112,1,83.62
1993,IRN,Gold medal,6.56,5,0.089989997,23.26,58.84,3112,1,83.62
1993,IRN,Silver medal,6.56,5,0.089989997,23.26,58.84,3112,1,83.62
1993,IRN,Silver medal,6.56,5,0.089989997,23.26,58.84,3112,1,83.62
1993,IRN,Silver medal,6.56,5,0.089989997,23.26,58.84,3112,1,83.62
1993,IRN,Bronze medal,6.56,5,0.089989997,23.26,58.84,3112,1,83.62
1994,IRN,Gold medal,7.21,5,0.071889997,22.77,54.62,3067,1,81.97
1994,IRN,Gold medal,7.21,5,0.071889997,22.77,54.62,3067,1,81.97
1994,IRN,Silver medal,7.21,5,0.071889997,22.77,54.62,3067,1,81.97
1994,IRN,Silver medal,7.21,5,0.071889997,22.77,54.62,3067,1,81.97
1994,IRN,Bronze medal,7.21,5,0.071889997,22.77,54.62,3067,1,81.97
1994,IRN,Bronze medal,7.21,5,0.071889997,22.77,54.62,3067,1,81.97
1995,IRN,Gold medal,6.56,5,0.0788,22.69,55.19,3047,1,78.75
1995,IRN,Gold medal,6.56,5,0.0788,22.69,55.19,3047,1,78.75
1995,IRN,Silver medal,6.56,5,0.0788,22.69,55.19,3047,1,78.75
1995,IRN,Silver medal,6.56,5,0.0788,22.69,55.19,3047,1,78.75
1995,IRN,Silver medal,6.56,5,0.0788,22.69,55.19,3047,1,78.75
1995,IRN,Bronze medal,6.56,5,0.0788,22.69,55.19,3047,1,78.75
1996,IRN,Gold medal,7.36,5,0.2615347225337423,24.22,54.26,3052,1,82.33
1996,IRN,Silver medal,7.36,5,0.2615347225337423,24.22,54.26,3052,1,82.33
1996,IRN,Silver medal,7.36,5,0.2615347225337423,24.22,54.26,3052,1,82.33
1996,IRN,Silver medal,7.36,5,0.2615347225337423,24.22,54.26,3052,1,82.33
1996,IRN,Silver medal,7.36,5,0.2615347225337423,24.22,54.26,3052,1,82.33
1996,IRN,Bronze medal,7.36,5,0.2615347225337423,24.22,54.26,3052,1,82.33
1997,IRN,Gold medal,6.41,5,0.116489999,24.69,53.19,3091,1,83.64
1997,IRN,Gold medal,6.41,5,0.116489999,24.69,53.19,3091,1,83.64
1997,IRN,Gold medal,6.41,5,0.116489999,24.69,53.19,3091,1,83.64
1997,IRN,Gold medal,6.41,5,0.116489999,24.69,53.19,3091,1,83.64
1997,IRN,Silver medal,6.41,5,0.116489999,24.69,53.19,3091,1,83.64
1997,IRN,Silver medal,6.41,5,0.116489999,24.69,53.19,3091,1,83.64
1998,IRN,Gold medal,6.56,5,0.157869995,24.99,54.33,3100,1,82.01
1998,IRN,Gold medal,6.56,5,0.157869995,24.99,54.33,3100,1,82.01
1998,IRN,Gold medal,6.56,5,0.157869995,24.99,54.33,3100,1,82.01
1998,IRN,Gold medal,6.56,5,0.157869995,24.99,54.33,3100,1,82.01
1998,IRN,Gold medal,6.56,5,0.157869995,24.99,54.33,3100,1,82.01
1998,IRN,Silver medal,6.56,5,0.157869995,24.99,54.33,3100,1,82.01
1999,IRN,Gold medal,7.38,5,0.144989997,23.21,56.96,3086,1,83.07
1999,IRN,Gold medal,7.38,5,0.144989997,23.21,56.96,3086,1,83.07
1999,IRN,Silver medal,7.38,5,0.144989997,23.21,56.96,3086,1,83.07
1999,IRN,Silver medal,7.38,5,0.144989997,23.21,56.96,3086,1,83.07
1999,IRN,Silver medal,7.38,5,0.144989997,23.21,56.96,3086,1,83.07
1999,IRN,Silver medal,7.38,5,0.144989997,23.21,56.96,3086,1,83.07
2000,IRN,Gold medal,6.73,5,0.17396,23.88,59.68,3050,1,82.27
2000,IRN,Gold medal,6.73,5,0.17396,23.88,59.68,3050,1,82.27
2000,IRN,Silver medal,6.73,5,0.17396,23.88,59.68,3050,1,82.27
2000,IRN,Silver medal,6.73,5,0.17396,23.88,59.68,3050,1,82.27
2000,IRN,Silver medal,6.73,5,0.17396,23.88,59.68,3050,1,82.27
2000,IRN,Bronze medal,6.73,5,0.17396,23.88,59.68,3050,1,82.27
2001,IRN,Silver medal,6.67,5,0.206740007,25.18,59.71,3036,1,82.68
2001,IRN,Silver medal,6.67,5,0.206740007,25.18,59.71,3036,1,82.68
2001,IRN,Bronze medal,6.67,5,0.206740007,25.18,59.71,3036,1,82.68
2001,IRN,Bronze medal,6.67,5,0.206740007,25.18,59.71,3036,1,82.68
2001,IRN,Bronze medal,6.67,5,0.206740007,25.18,59.71,3036,1,82.68
2001,IRN,Bronze medal,6.67,5,0.206740007,25.18,59.71,3036,1,82.68
2002,IRN,Silver medal,6.27,5,0.251700014,25.41,59.68,3026,1,81.44
2002,IRN,Silver medal,6.27,5,0.251700014,25.41,59.68,3026,1,81.44
2002,IRN,Silver medal,6.27,5,0.251700014,25.41,59.68,3026,1,81.44
2002,IRN,Silver medal,6.27,5,0.251700014,25.41,59.68,3026,1,81.44
2002,IRN,Bronze medal,6.27,5,0.251700014,25.41,59.68,3026,1,81.44
2002,IRN,Bronze medal,6.27,5,0.251700014,25.41,59.68,3026,1,81.44
2003,IRN,Silver medal,6.94,5,0.329329997,27.83,60.28,3036,1,82.2
2003,IRN,Silver medal,6.94,5,0.329329997,27.83,60.28,3036,1,82.2
2003,IRN,Silver medal,6.94,5,0.329329997,27.83,60.28,3036,1,82.2
2003,IRN,Bronze medal,6.94,5,0.329329997,27.83,60.28,3036,1,82.2
2003,IRN,Bronze medal,6.94,5,0.329329997,27.83,60.28,3036,1,82.2
2003,IRN,Honourable mention,6.94,5,0.329329997,27.83,60.28,3036,1,82.2
2004,IRN,Gold medal,7.47,5,0.375719994,29.09,63.95,3088,1,83.24
2004,IRN,Silver medal,7.47,5,0.375719994,29.09,63.95,3088,1,83.24
2004,IRN,Silver medal,7.47,5,0.375719994,29.09,63.95,3088,1,83.24
2004,IRN,Silver medal,7.47,5,0.375719994,29.09,63.95,3088,1,83.24
2004,IRN,Silver medal,7.47,5,0.375719994,29.09,63.95,3088,1,83.24
2004,IRN,Silver medal,7.47,5,0.375719994,29.09,63.95,3088,1,83.24
2005,IRN,Gold medal,8.8,5,0.454510003,29.59,63.63,3074,1,84.39
2005,IRN,Gold medal,8.8,5,0.454510003,29.59,63.63,3074,1,84.39
2005,IRN,Silver medal,8.8,5,0.454510003,29.59,63.63,3074,1,84.39
2005,IRN,Silver medal,8.8,5,0.454510003,29.59,63.63,3074,1,84.39
2005,IRN,Silver medal,8.8,5,0.454510003,29.59,63.63,3074,1,84.39
2005,IRN,Silver medal,8.8,5,0.454510003,29.59,63.63,3074,1,84.39
2006,IRN,Gold medal,7.09,5,0.527899981,30.56,66.53,3000,1,83.03
2006,IRN,Gold medal,7.09,5,0.527899981,30.56,66.53,3000,1,83.03
2006,IRN,Gold medal,7.09,5,0.527899981,30.56,66.53,3000,1,83.03
2006,IRN,Silver medal,7.09,5,0.527899981,30.56,66.53,3000,1,83.03
2006,IRN,Silver medal,7.09,5,0.527899981,30.56,66.53,3000,1,83.03
2006,IRN,Silver medal,7.09,5,0.527899981,30.56,66.53,3000,1,83.03
2007,IRN,Gold medal,7.55,5,0.54023999,32.3,65.39,3028,1,84.41
2007,IRN,Silver medal,7.55,5,0.54023999,32.3,65.39,3028,1,84.41
2007,IRN,Silver medal,7.55,5,0.54023999,32.3,65.39,3028,1,84.41
2007,IRN,Silver medal,7.55,5,0.54023999,32.3,65.39,3028,1,84.41
2007,IRN,Bronze medal,7.55,5,0.54023999,32.3,65.39,3028,1,84.41
2007,IRN,Bronze medal,7.55,5,0.54023999,32.3,65.39,3028,1,84.41
2008,IRN,Gold medal,7.71,5,0.530520022,30.96,56.8,3012,1,81.72
2008,IRN,Silver medal,7.71,5,0.530520022,30.96,56.8,3012,1,81.72
2008,IRN,Silver medal,7.71,5,0.530520022,30.96,56.8,3012,1,81.72
2008,IRN,Silver medal,7.71,5,0.530520022,30.96,56.8,3012,1,81.72
2008,IRN,Silver medal,7.71,5,0.530520022,30.96,56.8,3012,1,81.72
2008,IRN,Silver medal,7.71,5,0.530520022,30.96,56.8,3012,1,81.72
2009,IRN,Gold medal,7.35,5,0.428849995,36.03,57.74,3058,1,85.03
2009,IRN,Silver medal,7.35,5,0.428849995,36.03,57.74,3058,1,85.03
2009,IRN,Silver medal,7.35,5,0.428849995,36.03,57.74,3058,1,85.03
2009,IRN,Silver medal,7.35,5,0.428849995,36.03,57.74,3058,1,85.03
2009,IRN,Silver medal,7.35,5,0.428849995,36.03,57.74,3058,1,85.03
2009,IRN,Bronze medal,7.35,5,0.428849995,36.03,57.74,3058,1,85.03
2010,IRN,Silver medal,6.61,5,0.414849997,34.86,54.72,3094,1,86.94
2010,IRN,Silver medal,6.61,5,0.414849997,34.86,54.72,3094,1,86.94
2010,IRN,Silver medal,6.61,5,0.414849997,34.86,54.72,3094,1,86.94
2010,IRN,Silver medal,6.61,5,0.414849997,34.86,54.72,3094,1,86.94
2010,IRN,Bronze medal,6.61,5,0.414849997,34.86,54.72,3094,1,86.94
2010,IRN,Bronze medal,6.61,5,0.414849997,34.86,54.72,3094,1,86.94
2011,IRN,Gold medal,5.51,5,0.414970011,35.36,51.9,3051,1,86.71
2011,IRN,Gold medal,5.51,5,0.414970011,35.36,51.9,3051,1,86.71
2011,IRN,Silver medal,5.51,5,0.414970011,35.36,51.9,3051,1,86.71
2011,IRN,Silver medal,5.51,5,0.414970011,35.36,51.9,3051,1,86.71
2011,IRN,Silver medal,5.51,5,0.414970011,35.36,51.9,3051,1,86.71
2011,IRN,Silver medal,5.51,5,0.414970011,35.36,51.9,3051,1,86.71
2012,IRN,Gold medal,7.11,5,0.350739986,33.03,51.63,3064,1,86.78
2012,IRN,Gold medal,7.11,5,0.350739986,33.03,51.63,3064,1,86.78
2012,IRN,Gold medal,7.11,5,0.350739986,33.03,51.63,3064,1,86.78
2012,IRN,Silver medal,7.11,5,0.350739986,33.03,51.63,3064,1,86.78
2012,IRN,Silver medal,7.11,5,0.350739986,33.03,51.63,3064,1,86.78
2012,IRN,Bronze medal,7.11,5,0.350739986,33.03,51.63,3064,1,86.78
2013,IRN,Gold medal,7.7,5,0.380519986,32.88,46.69,3094,1,87.28
2013,IRN,Gold medal,7.7,5,0.380519986,32.88,46.69,3094,1,87.28
2013,IRN,Silver medal,7.7,5,0.380519986,32.88,46.69,3094,1,87.28
2013,IRN,Silver medal,7.7,5,0.380519986,32.88,46.69,3094,1,87.28
2013,IRN,Silver medal,7.7,5,0.380519986,32.88,46.69,3094,1,87.28
2013,IRN,Bronze medal,7.7,5,0.380519986,32.88,46.69,3094,1,87.28
2014,IRN,Silver medal,7.56,5,0.422529995,26.316564417177915,64.83,3015.4969325153374,1,81.86889570552147
2014,IRN,Silver medal,7.56,5,0.422529995,26.316564417177915,64.83,3015.4969325153374,1,81.86889570552147
2014,IRN,Silver medal,7.56,5,0.422529995,26.316564417177915,64.83,3015.4969325153374,1,81.86889570552147
2014,IRN,Silver medal,7.56,5,0.422529995,26.316564417177915,64.83,3015.4969325153374,1,81.86889570552147
2014,IRN,Bronze medal,7.56,5,0.422529995,26.316564417177915,64.83,3015.4969325153374,1,81.86889570552147
2014,IRN,Bronze medal,7.56,5,0.422529995,26.316564417177915,64.83,3015.4969325153374,1,81.86889570552147
2015,IRN,Gold medal,7.34,5,0.2615347225337423,26.316564417177915,52.43,3015.4969325153374,1,81.86889570552147
2015,IRN,Gold medal,7.34,5,0.2615347225337423,26.316564417177915,52.43,3015.4969325153374,1,81.86889570552147
2015,IRN,Gold medal,7.34,5,0.2615347225337423,26.316564417177915,52.43,3015.4969325153374,1,81.86889570552147
2015,IRN,Silver medal,7.34,5,0.2615347225337423,26.316564417177915,52.43,3015.4969325153374,1,81.86889570552147
2015,IRN,Silver medal,7.34,5,0.2615347225337423,26.316564417177915,52.43,3015.4969325153374,1,81.86889570552147
2015,IRN,Bronze medal,7.34,5,0.2615347225337423,26.316564417177915,52.43,3015.4969325153374,1,81.86889570552147
2016,IRN,Silver medal,7.64,5,0.2615347225337423,26.316564417177915,46.82,3015.4969325153374,1,81.86889570552147
2016,IRN,Silver medal,7.64,5,0.2615347225337423,26.316564417177915,46.82,3015.4969325153374,1,81.86889570552147
2016,IRN,Silver medal,7.64,5,0.2615347225337423,26.316564417177915,46.82,3015.4969325153374,1,81.86889570552147
2016,IRN,Bronze medal,7.64,5,0.2615347225337423,26.316564417177915,46.82,3015.4969325153374,1,81.86889570552147
2016,IRN,Bronze medal,7.64,5,0.2615347225337423,26.316564417177915,46.82,3015.4969325153374,1,81.86889570552147
2016,IRN,Bronze medal,7.64,5,0.2615347225337423,26.316564417177915,46.82,3015.4969325153374,1,81.86889570552147
2017,IRN,Gold medal,7.38,5,0.2615347225337423,26.316564417177915,53.76,3015.4969325153374,1,81.86889570552147
2017,IRN,Gold medal,7.38,5,0.2615347225337423,26.316564417177915,53.76,3015.4969325153374,1,81.86889570552147
2017,IRN,Silver medal,7.38,5,0.2615347225337423,26.316564417177915,53.76,3015.4969325153374,1,81.86889570552147
2017,IRN,Silver medal,7.38,5,0.2615347225337423,26.316564417177915,53.76,3015.4969325153374,1,81.86889570552147
2017,IRN,Silver medal,7.38,5,0.2615347225337423,26.316564417177915,53.76,3015.4969325153374,1,81.86889570552147
2017,IRN,Bronze medal,7.38,5,0.2615347225337423,26.316564417177915,53.76,3015.4969325153374,1,81.86889570552147
1985,CHN,Bronze medal,4.54,3,0.687420011,19.12,3.72,2437,4,62.03
1985,CHN,NA,4.54,3,0.687420011,19.12,3.72,2437,4,62.03
1986,CHN,Gold medal,4.62,3,0.792270005,19.82,4.14,2433,4,62.6
1986,CHN,Gold medal,4.62,3,0.792270005,19.82,4.14,2433,4,62.6
1986,CHN,Gold medal,4.62,3,0.792270005,19.82,4.14,2433,4,62.6
1986,CHN,Silver medal,4.62,3,0.792270005,19.82,4.14,2433,4,62.6
1986,CHN,Bronze medal,4.62,3,0.792270005,19.82,4.14,2433,4,62.6
1986,CHN,NA,4.62,3,0.792270005,19.82,4.14,2433,4,62.6
1987,CHN,Gold medal,4.81,3,0.854139984,21.14,4.45,2448,4,63.02
1987,CHN,Gold medal,4.81,3,0.854139984,21.14,4.45,2448,4,63.02
1987,CHN,Silver medal,4.81,3,0.854139984,21.14,4.45,2448,4,63.02
1987,CHN,Silver medal,4.81,3,0.854139984,21.14,4.45,2448,4,63.02
1987,CHN,Bronze medal,4.81,3,0.854139984,21.14,4.45,2448,4,63.02
1987,CHN,Bronze medal,4.81,3,0.854139984,21.14,4.45,2448,4,63.02
1988,CHN,Gold medal,5.57,3,0.910030007,22.86,4.75,2427,4,63.27
1988,CHN,Gold medal,5.57,3,0.910030007,22.86,4.75,2427,4,63.27
1988,CHN,Silver medal,5.57,3,0.910030007,22.86,4.75,2427,4,63.27
1988,CHN,Silver medal,5.57,3,0.910030007,22.86,4.75,2427,4,63.27
1988,CHN,Silver medal,5.57,3,0.910030007,22.86,4.75,2427,4,63.27
1988,CHN,Silver medal,5.57,3,0.910030007,22.86,4.75,2427,4,63.27
1989,CHN,Gold medal,5.68,3,0.887579978,23.63,4.68,2417,4,62.97
1989,CHN,Gold medal,5.68,3,0.887579978,23.63,4.68,2417,4,62.97
1989,CHN,Gold medal,5.68,3,0.887579978,23.63,4.68,2417,4,62.97
1989,CHN,Gold medal,5.68,3,0.887579978,23.63,4.68,2417,4,62.97
1989,CHN,Silver medal,5.68,3,0.887579978,23.63,4.68,2417,4,62.97
1989,CHN,Silver medal,5.68,3,0.887579978,23.63,4.68,2417,4,62.97
1990,CHN,Gold medal,6.18,3,0.846029997,24.84,5.02,2515,4,65.03
1990,CHN,Gold medal,6.18,3,0.846029997,24.84,5.02,2515,4,65.03
1990,CHN,Gold medal,6.18,3,0.846029997,24.84,5.02,2515,4,65.03
1990,CHN,Gold medal,6.18,3,0.846029997,24.84,5.02,2515,4,65.03
1990,CHN,Gold medal,6.18,3,0.846029997,24.84,5.02,2515,4,65.03
1990,CHN,Silver medal,6.18,3,0.846029997,24.84,5.02,2515,4,65.03
1991,CHN,Gold medal,7.08,3,0.866360009,26.53,5.37,2444,4,63.75
1991,CHN,Gold medal,7.08,3,0.866360009,26.53,5.37,2444,4,63.75
1991,CHN,Gold medal,7.08,3,0.866360009,26.53,5.37,2444,4,63.75
1991,CHN,Gold medal,7.08,3,0.866360009,26.53,5.37,2444,4,63.75
1991,CHN,Silver medal,7.08,3,0.866360009,26.53,5.37,2444,4,63.75
1991,CHN,Silver medal,7.08,3,0.866360009,26.53,5.37,2444,4,63.75
1992,CHN,Gold medal,7.72,3,0.913240016,28.7,5.51,2468,4,65.76
1992,CHN,Gold medal,7.72,3,0.913240016,28.7,5.51,2468,4,65.76
1992,CHN,Gold medal,7.72,3,0.913240016,28.7,5.51,2468,4,65.76
1992,CHN,Gold medal,7.72,3,0.913240016,28.7,5.51,2468,4,65.76
1992,CHN,Gold medal,7.72,3,0.913240016,28.7,5.51,2468,4,65.76
1992,CHN,Gold medal,7.72,3,0.913240016,28.7,5.51,2468,4,65.76
1993,CHN,Gold medal,8.82,3,0.943830013,30.77,5.42,2550,4,70.08
1993,CHN,Gold medal,8.82,3,0.943830013,30.77,5.42,2550,4,70.08
1993,CHN,Gold medal,8.82,3,0.943830013,30.77,5.42,2550,4,70.08
1993,CHN,Gold medal,8.82,3,0.943830013,30.77,5.42,2550,4,70.08
1993,CHN,Gold medal,8.82,3,0.943830013,30.77,5.42,2550,4,70.08
1993,CHN,Gold medal,8.82,3,0.943830013,30.77,5.42,2550,4,70.08
1994,CHN,Gold medal,10.97,3,0.946340024,33.2,5.98,2614,4,73.43
1994,CHN,Gold medal,10.97,3,0.946340024,33.2,5.98,2614,4,73.43
1994,CHN,Gold medal,10.97,3,0.946340024,33.2,5.98,2614,4,73.43
1994,CHN,Silver medal,10.97,3,0.946340024,33.2,5.98,2614,4,73.43
1994,CHN,Silver medal,10.97,3,0.946340024,33.2,5.98,2614,4,73.43
1994,CHN,Silver medal,10.97,3,0.946340024,33.2,5.98,2614,4,73.43
1995,CHN,Gold medal,12.31,3,0.975310028,35.46,6.4,2701,4,75.81
1995,CHN,Gold medal,12.31,3,0.975310028,35.46,6.4,2701,4,75.81
1995,CHN,Gold medal,12.31,3,0.975310028,35.46,6.4,2701,4,75.81
1995,CHN,Gold medal,12.31,3,0.975310028,35.46,6.4,2701,4,75.81
1995,CHN,Silver medal,12.31,3,0.975310028,35.46,6.4,2701,4,75.81
1995,CHN,Silver medal,12.31,3,0.975310028,35.46,6.4,2701,4,75.81
1996,CHN,Gold medal,14.34,3,1.021520019,35.77,6.85,2704,4,77.54
1996,CHN,Gold medal,14.34,3,1.021520019,35.77,6.85,2704,4,77.54
1996,CHN,Gold medal,14.34,3,1.021520019,35.77,6.85,2704,4,77.54
1996,CHN,Silver medal,14.34,3,1.021520019,35.77,6.85,2704,4,77.54
