Year,Code,award,egg_index,entrance_age_index,life_exp_primary_edu_index,meat_index,milk_index,calory_index,primary_edu_duration_index,protein_index
1984,BGR,Gold medal,13.22,3,2.904000044,65.19,197.38,3608,4,107.1
1984,BGR,Gold medal,13.22,3,2.904000044,65.19,197.38,3608,4,107.1
1984,BGR,Silver medal,13.22,3,2.904000044,65.19,197.38,3608,4,107.1
1984,BGR,Silver medal,13.22,3,2.904000044,65.19,197.38,3608,4,107.1
1984,BGR,Silver medal,13.22,3,2.904000044,65.19,197.38,3608,4,107.1
1984,BGR,Bronze medal,13.22,3,2.904000044,65.19,197.38,3608,4,107.1
1985,BGR,Gold medal,14.31,3,2.856600046,67.71,201.95,3596,4,106.94
1985,BGR,Gold medal,14.31,3,2.856600046,67.71,201.95,3596,4,106.94
1985,BGR,Silver medal,14.31,3,2.856600046,67.71,201.95,3596,4,106.94
1985,BGR,Silver medal,14.31,3,2.856600046,67.71,201.95,3596,4,106.94
1985,BGR,Silver medal,14.31,3,2.856600046,67.71,201.95,3596,4,106.94
1985,BGR,NA,14.31,3,2.856600046,67.71,201.95,3596,4,106.94
1986,BGR,Gold medal,14.31,3,2.753740072,70.1,206.06,3657,4,108.31
1986,BGR,Silver medal,14.31,3,2.753740072,70.1,206.06,3657,4,108.31
1986,BGR,Silver medal,14.31,3,2.753740072,70.1,206.06,3657,4,108.31
1986,BGR,Silver medal,14.31,3,2.753740072,70.1,206.06,3657,4,108.31
1986,BGR,Bronze medal,14.31,3,2.753740072,70.1,206.06,3657,4,108.31
1986,BGR,Bronze medal,14.31,3,2.753740072,70.1,206.06,3657,4,108.31
1987,BGR,Gold medal,15.15,3,2.750740051,70.6,207.08,3678,4,110.23
1987,BGR,Silver medal,15.15,3,2.750740051,70.6,207.08,3678,4,110.23
1987,BGR,Silver medal,15.15,3,2.750740051,70.6,207.08,3678,4,110.23
1987,BGR,Silver medal,15.15,3,2.750740051,70.6,207.08,3678,4,110.23
1987,BGR,Bronze medal,15.15,3,2.750740051,70.6,207.08,3678,4,110.23
1987,BGR,Bronze medal,15.15,3,2.750740051,70.6,207.08,3678,4,110.23
1988,BGR,Silver medal,14.9,3,2.818979979,74.51,202.77,3700,4,111.2
1988,BGR,Silver medal,14.9,3,2.818979979,74.51,202.77,3700,4,111.2
1988,BGR,Silver medal,14.9,3,2.818979979,74.51,202.77,3700,4,111.2
1988,BGR,Silver medal,14.9,3,2.818979979,74.51,202.77,3700,4,111.2
1988,BGR,Bronze medal,14.9,3,2.818979979,74.51,202.77,3700,4,111.2
1988,BGR,Bronze medal,14.9,3,2.818979979,74.51,202.77,3700,4,111.2
1989,BGR,Gold medal,14.16,3,2.895730019,78.86,200.26,3623,4,110.45
1989,BGR,Silver medal,14.16,3,2.895730019,78.86,200.26,3623,4,110.45
1989,BGR,Silver medal,14.16,3,2.895730019,78.86,200.26,3623,4,110.45
1989,BGR,Silver medal,14.16,3,2.895730019,78.86,200.26,3623,4,110.45
1989,BGR,Bronze medal,14.16,3,2.895730019,78.86,200.26,3623,4,110.45
1989,BGR,Bronze medal,14.16,3,2.895730019,78.86,200.26,3623,4,110.45
1990,BGR,Gold medal,13.57,3,2.770129919,62.3,147.44,3129,4,95.7
1990,BGR,Silver medal,13.57,3,2.770129919,62.3,147.44,3129,4,95.7
1990,BGR,Silver medal,13.57,3,2.770129919,62.3,147.44,3129,4,95.7
1990,BGR,Silver medal,13.57,3,2.770129919,62.3,147.44,3129,4,95.7
1990,BGR,Silver medal,13.57,3,2.770129919,62.3,147.44,3129,4,95.7
1990,BGR,Bronze medal,13.57,3,2.770129919,62.3,147.44,3129,4,95.7
1991,BGR,Silver medal,11.02,3,2.721050024,54.33,148.47,3041,4,90.94
1991,BGR,Silver medal,11.02,3,2.721050024,54.33,148.47,3041,4,90.94
1991,BGR,Silver medal,11.02,3,2.721050024,54.33,148.47,3041,4,90.94
1991,BGR,Bronze medal,11.02,3,2.721050024,54.33,148.47,3041,4,90.94
1991,BGR,Bronze medal,11.02,3,2.721050024,54.33,148.47,3041,4,90.94
1991,BGR,Bronze medal,11.02,3,2.721050024,54.33,148.47,3041,4,90.94
1992,BGR,Gold medal,9.6,3,2.358850002,53.33,159.58,3022,4,86.52
1992,BGR,Silver medal,9.6,3,2.358850002,53.33,159.58,3022,4,86.52
1992,BGR,Bronze medal,9.6,3,2.358850002,53.33,159.58,3022,4,86.52
1992,BGR,Bronze medal,9.6,3,2.358850002,53.33,159.58,3022,4,86.52
1992,BGR,Bronze medal,9.6,3,2.358850002,53.33,159.58,3022,4,86.52
1992,BGR,NA,9.6,3,2.358850002,53.33,159.58,3022,4,86.52
1993,BGR,Gold medal,9.73,3,2.428179979,62.28,165.36,2958,4,87.69
1993,BGR,Gold medal,9.73,3,2.428179979,62.28,165.36,2958,4,87.69
1993,BGR,Silver medal,9.73,3,2.428179979,62.28,165.36,2958,4,87.69
1993,BGR,Silver medal,9.73,3,2.428179979,62.28,165.36,2958,4,87.69
1993,BGR,Silver medal,9.73,3,2.428179979,62.28,165.36,2958,4,87.69
1993,BGR,Silver medal,9.73,3,2.428179979,62.28,165.36,2958,4,87.69
1994,BGR,Gold medal,10.62,3,2.325560093,57.15,155.51,2873,4,85.32
1994,BGR,Gold medal,10.62,3,2.325560093,57.15,155.51,2873,4,85.32
1994,BGR,Gold medal,10.62,3,2.325560093,57.15,155.51,2873,4,85.32
1994,BGR,Silver medal,10.62,3,2.325560093,57.15,155.51,2873,4,85.32
1994,BGR,Silver medal,10.62,3,2.325560093,57.15,155.51,2873,4,85.32
1994,BGR,Bronze medal,10.62,3,2.325560093,57.15,155.51,2873,4,85.32
1995,BGR,Gold medal,11.46,3,2.420830011,58.5,157.79,2896,4,87.12
1995,BGR,Silver medal,11.46,3,2.420830011,58.5,157.79,2896,4,87.12
1995,BGR,Silver medal,11.46,3,2.420830011,58.5,157.79,2896,4,87.12
1995,BGR,Silver medal,11.46,3,2.420830011,58.5,157.79,2896,4,87.12
1995,BGR,Silver medal,11.46,3,2.420830011,58.5,157.79,2896,4,87.12
1995,BGR,Bronze medal,11.46,3,2.420830011,58.5,157.79,2896,4,87.12
1996,BGR,Gold medal,11.25,3,2.616940022,57.89,152.62,2741,4,83.22
1996,BGR,Silver medal,11.25,3,2.616940022,57.89,152.62,2741,4,83.22
1996,BGR,Silver medal,11.25,3,2.616940022,57.89,152.62,2741,4,83.22
1996,BGR,Silver medal,11.25,3,2.616940022,57.89,152.62,2741,4,83.22
1996,BGR,Silver medal,11.25,3,2.616940022,57.89,152.62,2741,4,83.22
1996,BGR,Bronze medal,11.25,3,2.616940022,57.89,152.62,2741,4,83.22
1997,BGR,Gold medal,10,3,2.690749884,57.21,156.13,2676,4,82.36
1997,BGR,Gold medal,10,3,2.690749884,57.21,156.13,2676,4,82.36
1997,BGR,Silver medal,10,3,2.690749884,57.21,156.13,2676,4,82.36
1997,BGR,Silver medal,10,3,2.690749884,57.21,156.13,2676,4,82.36
1997,BGR,Silver medal,10,3,2.690749884,57.21,156.13,2676,4,82.36
1997,BGR,Bronze medal,10,3,2.690749884,57.21,156.13,2676,4,82.36
1998,BGR,Gold medal,11.2,3,2.569060087,65.65,172.49,2818,4,89.86
1998,BGR,Gold medal,11.2,3,2.569060087,65.65,172.49,2818,4,89.86
1998,BGR,Gold medal,11.2,3,2.569060087,65.65,172.49,2818,4,89.86
1998,BGR,Silver medal,11.2,3,2.569060087,65.65,172.49,2818,4,89.86
1998,BGR,Silver medal,11.2,3,2.569060087,65.65,172.49,2818,4,89.86
1998,BGR,Silver medal,11.2,3,2.569060087,65.65,172.49,2818,4,89.86
1999,BGR,Gold medal,10.73,3,2.737270117,57.4,168.23,2879,4,88.93
1999,BGR,Gold medal,10.73,3,2.737270117,57.4,168.23,2879,4,88.93
1999,BGR,Gold medal,10.73,3,2.737270117,57.4,168.23,2879,4,88.93
1999,BGR,Silver medal,10.73,3,2.737270117,57.4,168.23,2879,4,88.93
1999,BGR,Silver medal,10.73,3,2.737270117,57.4,168.23,2879,4,88.93
1999,BGR,Silver medal,10.73,3,2.737270117,57.4,168.23,2879,4,88.93
2000,BGR,Gold medal,9.78,3,2.818739891,57.09,169.65,2813,4,85.79
2000,BGR,Gold medal,9.78,3,2.818739891,57.09,169.65,2813,4,85.79
2000,BGR,Silver medal,9.78,3,2.818739891,57.09,169.65,2813,4,85.79
2000,BGR,Silver medal,9.78,3,2.818739891,57.09,169.65,2813,4,85.79
2000,BGR,Silver medal,9.78,3,2.818739891,57.09,169.65,2813,4,85.79
2000,BGR,Bronze medal,9.78,3,2.818739891,57.09,169.65,2813,4,85.79
2001,BGR,Gold medal,9.94,3,2.815850019,55.81,142.28,2816,4,84.36
2001,BGR,Gold medal,9.94,3,2.815850019,55.81,142.28,2816,4,84.36
2001,BGR,Gold medal,9.94,3,2.815850019,55.81,142.28,2816,4,84.36
2001,BGR,Silver medal,9.94,3,2.815850019,55.81,142.28,2816,4,84.36
2001,BGR,Silver medal,9.94,3,2.815850019,55.81,142.28,2816,4,84.36
2001,BGR,Silver medal,9.94,3,2.815850019,55.81,142.28,2816,4,84.36
2002,BGR,Gold medal,10.86,3,2.916059971,53.8,153.3,2779,4,81.87
2002,BGR,Gold medal,10.86,3,2.916059971,53.8,153.3,2779,4,81.87
2002,BGR,Gold medal,10.86,3,2.916059971,53.8,153.3,2779,4,81.87
2002,BGR,Silver medal,10.86,3,2.916059971,53.8,153.3,2779,4,81.87
2002,BGR,Silver medal,10.86,3,2.916059971,53.8,153.3,2779,4,81.87
2002,BGR,Bronze medal,10.86,3,2.916059971,53.8,153.3,2779,4,81.87
2003,BGR,Gold medal,11.32,3,3.032310009,45.04,160.23,2757,4,78.55
2003,BGR,Gold medal,11.32,3,3.032310009,45.04,160.23,2757,4,78.55
2003,BGR,Gold medal,11.32,3,3.032310009,45.04,160.23,2757,4,78.55
2003,BGR,Gold medal,11.32,3,3.032310009,45.04,160.23,2757,4,78.55
2003,BGR,Gold medal,11.32,3,3.032310009,45.04,160.23,2757,4,78.55
2003,BGR,Gold medal,11.32,3,3.032310009,45.04,160.23,2757,4,78.55
2004,BGR,Gold medal,12.18,3,3.096669912,50.64,169.14,2764,4,80.13
2004,BGR,Gold medal,12.18,3,3.096669912,50.64,169.14,2764,4,80.13
2004,BGR,Gold medal,12.18,3,3.096669912,50.64,169.14,2764,4,80.13
2004,BGR,Silver medal,12.18,3,3.096669912,50.64,169.14,2764,4,80.13
2004,BGR,Silver medal,12.18,3,3.096669912,50.64,169.14,2764,4,80.13
2004,BGR,Silver medal,12.18,3,3.096669912,50.64,169.14,2764,4,80.13
2005,BGR,Gold medal,12.23,3,3.18460989,50.7,159.24,2723,4,77.82
2005,BGR,Gold medal,12.23,3,3.18460989,50.7,159.24,2723,4,77.82
2005,BGR,Silver medal,12.23,3,3.18460989,50.7,159.24,2723,4,77.82
2005,BGR,Silver medal,12.23,3,3.18460989,50.7,159.24,2723,4,77.82
2005,BGR,Silver medal,12.23,3,3.18460989,50.7,159.24,2723,4,77.82
2005,BGR,Bronze medal,12.23,3,3.18460989,50.7,159.24,2723,4,77.82
2006,BGR,Silver medal,12.24,3,3.277829885,47.88,161.9,2759,4,79.75
2006,BGR,Silver medal,12.24,3,3.277829885,47.88,161.9,2759,4,79.75
2006,BGR,Silver medal,12.24,3,3.277829885,47.88,161.9,2759,4,79.75
2006,BGR,Silver medal,12.24,3,3.277829885,47.88,161.9,2759,4,79.75
2006,BGR,Bronze medal,12.24,3,3.277829885,47.88,161.9,2759,4,79.75
2006,BGR,Honourable mention,12.24,3,3.277829885,47.88,161.9,2759,4,79.75
2007,BGR,Gold medal,11.31,3,3.299160004,47.19,151.94,2734,4,76.13
2007,BGR,Gold medal,11.31,3,3.299160004,47.19,151.94,2734,4,76.13
2007,BGR,Silver medal,11.31,3,3.299160004,47.19,151.94,2734,4,76.13
2007,BGR,Silver medal,11.31,3,3.299160004,47.19,151.94,2734,4,76.13
2007,BGR,Silver medal,11.31,3,3.299160004,47.19,151.94,2734,4,76.13
2007,BGR,Bronze medal,11.31,3,3.299160004,47.19,151.94,2734,4,76.13
2008,BGR,Gold medal,10.41,3,3.294009924,51.49,144.89,2782,4,80.01
2008,BGR,Gold medal,10.41,3,3.294009924,51.49,144.89,2782,4,80.01
2008,BGR,Silver medal,10.41,3,3.294009924,51.49,144.89,2782,4,80.01
2008,BGR,Bronze medal,10.41,3,3.294009924,51.49,144.89,2782,4,80.01
2008,BGR,Bronze medal,10.41,3,3.294009924,51.49,144.89,2782,4,80.01
2008,BGR,Bronze medal,10.41,3,3.294009924,51.49,144.89,2782,4,80.01
2009,BGR,Gold medal,10.01,3,3.321089983,55.8,131.61,2785,4,80.48
2009,BGR,Silver medal,10.01,3,3.321089983,55.8,131.61,2785,4,80.48
2009,BGR,Silver medal,10.01,3,3.321089983,55.8,131.61,2785,4,80.48
2009,BGR,Silver medal,10.01,3,3.321089983,55.8,131.61,2785,4,80.48
2009,BGR,Bronze medal,10.01,3,3.321089983,55.8,131.61,2785,4,80.48
2009,BGR,Bronze medal,10.01,3,3.321089983,55.8,131.61,2785,4,80.48
2010,BGR,Gold medal,10.07,3,3.338320017,52.98,134.81,2762,4,79.88
2010,BGR,Silver medal,10.07,3,3.338320017,52.98,134.81,2762,4,79.88
2010,BGR,Silver medal,10.07,3,3.338320017,52.98,134.81,2762,4,79.88
2010,BGR,Bronze medal,10.07,3,3.338320017,52.98,134.81,2762,4,79.88
2010,BGR,Bronze medal,10.07,3,3.338320017,52.98,134.81,2762,4,79.88
2010,BGR,Bronze medal,10.07,3,3.338320017,52.98,134.81,2762,4,79.88
2011,BGR,Silver medal,8.18,3,3.35374999,56.64,143.83,2769,4,81
2011,BGR,Silver medal,8.18,3,3.35374999,56.64,143.83,2769,4,81
2011,BGR,Bronze medal,8.18,3,3.35374999,56.64,143.83,2769,4,81
2011,BGR,Bronze medal,8.18,3,3.35374999,56.64,143.83,2769,4,81
2011,BGR,Bronze medal,8.18,3,3.35374999,56.64,143.83,2769,4,81
2011,BGR,Honourable mention,8.18,3,3.35374999,56.64,143.83,2769,4,81
2012,BGR,Gold medal,8.09,3,3.32852006,56.6,148.61,2777,4,81.52
2012,BGR,Silver medal,8.09,3,3.32852006,56.6,148.61,2777,4,81.52
2012,BGR,Silver medal,8.09,3,3.32852006,56.6,148.61,2777,4,81.52
2012,BGR,Bronze medal,8.09,3,3.32852006,56.6,148.61,2777,4,81.52
2012,BGR,Bronze medal,8.09,3,3.32852006,56.6,148.61,2777,4,81.52
2012,BGR,Honourable mention,8.09,3,3.32852006,56.6,148.61,2777,4,81.52
2013,BGR,Silver medal,8.36,3,3.328279972,53.72,155.71,2829,4,83.53
2013,BGR,Bronze medal,8.36,3,3.328279972,53.72,155.71,2829,4,83.53
2013,BGR,Bronze medal,8.36,3,3.328279972,53.72,155.71,2829,4,83.53
2013,BGR,Honourable mention,8.36,3,3.328279972,53.72,155.71,2829,4,83.53
2013,BGR,Honourable mention,8.36,3,3.328279972,53.72,155.71,2829,4,83.53
2013,BGR,Honourable mention,8.36,3,3.328279972,53.72,155.71,2829,4,83.53
2014,BGR,Silver medal,7.93,3,3.329790115,58.279666666666664,162.91,2991.4666666666667,4,88.757
2014,BGR,Silver medal,7.93,3,3.329790115,58.279666666666664,162.91,2991.4666666666667,4,88.757
2014,BGR,Silver medal,7.93,3,3.329790115,58.279666666666664,162.91,2991.4666666666667,4,88.757
2014,BGR,Bronze medal,7.93,3,3.329790115,58.279666666666664,162.91,2991.4666666666667,4,88.757
2014,BGR,Honourable mention,7.93,3,3.329790115,58.279666666666664,162.91,2991.4666666666667,4,88.757
2014,BGR,Honourable mention,7.93,3,3.329790115,58.279666666666664,162.91,2991.4666666666667,4,88.757
2015,BGR,Silver medal,8.33,3,2.91462580616129,58.279666666666664,155,2991.4666666666667,4,88.757
2015,BGR,Silver medal,8.33,3,2.91462580616129,58.279666666666664,155,2991.4666666666667,4,88.757
2015,BGR,Bronze medal,8.33,3,2.91462580616129,58.279666666666664,155,2991.4666666666667,4,88.757
2015,BGR,Honourable mention,8.33,3,2.91462580616129,58.279666666666664,155,2991.4666666666667,4,88.757
2015,BGR,Honourable mention,8.33,3,2.91462580616129,58.279666666666664,155,2991.4666666666667,4,88.757
2015,BGR,NA,8.33,3,2.91462580616129,58.279666666666664,155,2991.4666666666667,4,88.757
2016,BGR,Silver medal,8.72,3,2.91462580616129,58.279666666666664,163.6,2991.4666666666667,4,88.757
2016,BGR,Silver medal,8.72,3,2.91462580616129,58.279666666666664,163.6,2991.4666666666667,4,88.757
2016,BGR,Silver medal,8.72,3,2.91462580616129,58.279666666666664,163.6,2991.4666666666667,4,88.757
2016,BGR,Bronze medal,8.72,3,2.91462580616129,58.279666666666664,163.6,2991.4666666666667,4,88.757
2016,BGR,Bronze medal,8.72,3,2.91462580616129,58.279666666666664,163.6,2991.4666666666667,4,88.757
2016,BGR,Bronze medal,8.72,3,2.91462580616129,58.279666666666664,163.6,2991.4666666666667,4,88.757
2017,BGR,Silver medal,8.62,3,2.91462580616129,58.279666666666664,168.78,2991.4666666666667,4,88.757
2017,BGR,Silver medal,8.62,3,2.91462580616129,58.279666666666664,168.78,2991.4666666666667,4,88.757
2017,BGR,Silver medal,8.62,3,2.91462580616129,58.279666666666664,168.78,2991.4666666666667,4,88.757
2017,BGR,Silver medal,8.62,3,2.91462580616129,58.279666666666664,168.78,2991.4666666666667,4,88.757
2017,BGR,Bronze medal,8.62,3,2.91462580616129,58.279666666666664,168.78,2991.4666666666667,4,88.757
2017,BGR,Bronze medal,8.62,3,2.91462580616129,58.279666666666664,168.78,2991.4666666666667,4,88.757
1984,ROU,Gold medal,14.55,3,2.185139894,60.22,150.78,3073,4,92.25
1984,ROU,Gold medal,14.55,3,2.185139894,60.22,150.78,3073,4,92.25
1984,ROU,Silver medal,14.55,3,2.185139894,60.22,150.78,3073,4,92.25
1984,ROU,Silver medal,14.55,3,2.185139894,60.22,150.78,3073,4,92.25
1984,ROU,Bronze medal,14.55,3,2.185139894,60.22,150.78,3073,4,92.25
1984,ROU,Bronze medal,14.55,3,2.185139894,60.22,150.78,3073,4,92.25
1985,ROU,Gold medal,12.86,3,2.206540108,58.74,174.91,3030,4,94.24
1985,ROU,Gold medal,12.86,3,2.206540108,58.74,174.91,3030,4,94.24
1985,ROU,Gold medal,12.86,3,2.206540108,58.74,174.91,3030,4,94.24
1985,ROU,Silver medal,12.86,3,2.206540108,58.74,174.91,3030,4,94.24
1985,ROU,Silver medal,12.86,3,2.206540108,58.74,174.91,3030,4,94.24
1985,ROU,Silver medal,12.86,3,2.206540108,58.74,174.91,3030,4,94.24
1986,ROU,Gold medal,13.61,3,2.192579985,55.14,154.03,2938,4,90.27
1986,ROU,Gold medal,13.61,3,2.192579985,55.14,154.03,2938,4,90.27
1986,ROU,Silver medal,13.61,3,2.192579985,55.14,154.03,2938,4,90.27
1986,ROU,Silver medal,13.61,3,2.192579985,55.14,154.03,2938,4,90.27
1986,ROU,Bronze medal,13.61,3,2.192579985,55.14,154.03,2938,4,90.27
1986,ROU,NA,13.61,3,2.192579985,55.14,154.03,2938,4,90.27
1987,ROU,Gold medal,13.16,3,2.190150023,58.02,150.28,2901,4,90.85
1987,ROU,Gold medal,13.16,3,2.190150023,58.02,150.28,2901,4,90.85
1987,ROU,Gold medal,13.16,3,2.190150023,58.02,150.28,2901,4,90.85
1987,ROU,Gold medal,13.16,3,2.190150023,58.02,150.28,2901,4,90.85
1987,ROU,Gold medal,13.16,3,2.190150023,58.02,150.28,2901,4,90.85
1987,ROU,Silver medal,13.16,3,2.190150023,58.02,150.28,2901,4,90.85
1988,ROU,Gold medal,13.22,3,2.261039972,54.4,157.78,2919,4,90.86
1988,ROU,Gold medal,13.22,3,2.261039972,54.4,157.78,2919,4,90.86
1988,ROU,Silver medal,13.22,3,2.261039972,54.4,157.78,2919,4,90.86
1988,ROU,Silver medal,13.22,3,2.261039972,54.4,157.78,2919,4,90.86
1988,ROU,Silver medal,13.22,3,2.261039972,54.4,157.78,2919,4,90.86
1988,ROU,Silver medal,13.22,3,2.261039972,54.4,157.78,2919,4,90.86
1989,ROU,Gold medal,11.6,3,2.36729002,55.85,132.95,2919,4,88.61
1989,ROU,Gold medal,11.6,3,2.36729002,55.85,132.95,2919,4,88.61
1989,ROU,Silver medal,11.6,3,2.36729002,55.85,132.95,2919,4,88.61
1989,ROU,Silver medal,11.6,3,2.36729002,55.85,132.95,2919,4,88.61
1989,ROU,Silver medal,11.6,3,2.36729002,55.85,132.95,2919,4,88.61
1989,ROU,Silver medal,11.6,3,2.36729002,55.85,132.95,2919,4,88.61
1990,ROU,Gold medal,12.33,3,2.412430048,73.24,144.76,3127,4,96.21
1990,ROU,Gold medal,12.33,3,2.412430048,73.24,144.76,3127,4,96.21
1990,ROU,Silver medal,12.33,3,2.412430048,73.24,144.76,3127,4,96.21
1990,ROU,Silver medal,12.33,3,2.412430048,73.24,144.76,3127,4,96.21
1990,ROU,Bronze medal,12.33,3,2.412430048,73.24,144.76,3127,4,96.21
1990,ROU,Bronze medal,12.33,3,2.412430048,73.24,144.76,3127,4,96.21
1991,ROU,Gold medal,12.07,3,2.203759909,64.48,167.75,2922,4,88.91
1991,ROU,Gold medal,12.07,3,2.203759909,64.48,167.75,2922,4,88.91
1991,ROU,Gold medal,12.07,3,2.203759909,64.48,167.75,2922,4,88.91
1991,ROU,Silver medal,12.07,3,2.203759909,64.48,167.75,2922,4,88.91
1991,ROU,Silver medal,12.07,3,2.203759909,64.48,167.75,2922,4,88.91
1991,ROU,Bronze medal,12.07,3,2.203759909,64.48,167.75,2922,4,88.91
1992,ROU,Gold medal,9.91,3,2.153290033,58.16,167.18,2835,4,85.27
1992,ROU,Gold medal,9.91,3,2.153290033,58.16,167.18,2835,4,85.27
1992,ROU,Silver medal,9.91,3,2.153290033,58.16,167.18,2835,4,85.27
1992,ROU,Silver medal,9.91,3,2.153290033,58.16,167.18,2835,4,85.27
1992,ROU,Bronze medal,9.91,3,2.153290033,58.16,167.18,2835,4,85.27
1992,ROU,Bronze medal,9.91,3,2.153290033,58.16,167.18,2835,4,85.27
1993,ROU,Gold medal,9.47,3,2.143260002,56.39,180.84,3000,4,90.13
1993,ROU,Silver medal,9.47,3,2.143260002,56.39,180.84,3000,4,90.13
1993,ROU,Silver medal,9.47,3,2.143260002,56.39,180.84,3000,4,90.13
1993,ROU,Bronze medal,9.47,3,2.143260002,56.39,180.84,3000,4,90.13
1993,ROU,Bronze medal,9.47,3,2.143260002,56.39,180.84,3000,4,90.13
1993,ROU,Bronze medal,9.47,3,2.143260002,56.39,180.84,3000,4,90.13
1994,ROU,Silver medal,8.81,3,2.008589983,54.3,182.98,2931,4,89.61
1994,ROU,Silver medal,8.81,3,2.008589983,54.3,182.98,2931,4,89.61
1994,ROU,Silver medal,8.81,3,2.008589983,54.3,182.98,2931,4,89.61
1994,ROU,Silver medal,8.81,3,2.008589983,54.3,182.98,2931,4,89.61
1994,ROU,Silver medal,8.81,3,2.008589983,54.3,182.98,2931,4,89.61
1994,ROU,Bronze medal,8.81,3,2.008589983,54.3,182.98,2931,4,89.61
1995,ROU,Gold medal,9.8,3,2.097899914,54.03,192.2,3027,4,93.91
1995,ROU,Gold medal,9.8,3,2.097899914,54.03,192.2,3027,4,93.91
1995,ROU,Gold medal,9.8,3,2.097899914,54.03,192.2,3027,4,93.91
1995,ROU,Gold medal,9.8,3,2.097899914,54.03,192.2,3027,4,93.91
1995,ROU,Silver medal,9.8,3,2.097899914,54.03,192.2,3027,4,93.91
1995,ROU,Silver medal,9.8,3,2.097899914,54.03,192.2,3027,4,93.91
1996,ROU,Gold medal,9.92,3,2.145100117,50.34,196.33,3056,4,93.17
1996,ROU,Gold medal,9.92,3,2.145100117,50.34,196.33,3056,4,93.17
1996,ROU,Gold medal,9.92,3,2.145100117,50.34,196.33,3056,4,93.17
1996,ROU,Gold medal,9.92,3,2.145100117,50.34,196.33,3056,4,93.17
1996,ROU,Silver medal,9.92,3,2.145100117,50.34,196.33,3056,4,93.17
1996,ROU,Silver medal,9.92,3,2.145100117,50.34,196.33,3056,4,93.17
1997,ROU,Gold medal,9.16,3,2.199320078,50.19,196.05,3046,4,95.64
1997,ROU,Gold medal,9.16,3,2.199320078,50.19,196.05,3046,4,95.64
1997,ROU,Silver medal,9.16,3,2.199320078,50.19,196.05,3046,4,95.64
1997,ROU,Silver medal,9.16,3,2.199320078,50.19,196.05,3046,4,95.64
1997,ROU,Silver medal,9.16,3,2.199320078,50.19,196.05,3046,4,95.64
1997,ROU,Bronze medal,9.16,3,2.199320078,50.19,196.05,3046,4,95.64
1998,ROU,Gold medal,10.05,3,2.323980093,53.9,198.28,3068,4,97.49
1998,ROU,Gold medal,10.05,3,2.323980093,53.9,198.28,3068,4,97.49
1998,ROU,Gold medal,10.05,3,2.323980093,53.9,198.28,3068,4,97.49
1998,ROU,Bronze medal,10.05,3,2.323980093,53.9,198.28,3068,4,97.49
1998,ROU,Bronze medal,10.05,3,2.323980093,53.9,198.28,3068,4,97.49
1998,ROU,Honourable mention,10.05,3,2.323980093,53.9,198.28,3068,4,97.49
1999,ROU,Gold medal,10.38,3,2.556659937,50.21,197.98,3081,4,96.29
1999,ROU,Gold medal,10.38,3,2.556659937,50.21,197.98,3081,4,96.29
1999,ROU,Gold medal,10.38,3,2.556659937,50.21,197.98,3081,4,96.29
1999,ROU,Silver medal,10.38,3,2.556659937,50.21,197.98,3081,4,96.29
1999,ROU,Silver medal,10.38,3,2.556659937,50.21,197.98,3081,4,96.29
1999,ROU,Silver medal,10.38,3,2.556659937,50.21,197.98,3081,4,96.29
2000,ROU,Gold medal,10.52,3,2.717329979,47.42,196.97,3141,4,94.86
2000,ROU,Silver medal,10.52,3,2.717329979,47.42,196.97,3141,4,94.86
2000,ROU,Silver medal,10.52,3,2.717329979,47.42,196.97,3141,4,94.86
2000,ROU,Silver medal,10.52,3,2.717329979,47.42,196.97,3141,4,94.86
2000,ROU,Bronze medal,10.52,3,2.717329979,47.42,196.97,3141,4,94.86
2000,ROU,Bronze medal,10.52,3,2.717329979,47.42,196.97,3141,4,94.86
2001,ROU,Gold medal,12.47,3,2.835479975,48.3,201.05,3239,4,98.77
2001,ROU,Silver medal,12.47,3,2.835479975,48.3,201.05,3239,4,98.77
2001,ROU,Silver medal,12.47,3,2.835479975,48.3,201.05,3239,4,98.77
2001,ROU,Bronze medal,12.47,3,2.835479975,48.3,201.05,3239,4,98.77
2001,ROU,Bronze medal,12.47,3,2.835479975,48.3,201.05,3239,4,98.77
2001,ROU,Honourable mention,12.47,3,2.835479975,48.3,201.05,3239,4,98.77
2002,ROU,Gold medal,13.29,3,2.901520014,54.24,218.49,3319,4,104.06
2002,ROU,Gold medal,13.29,3,2.901520014,54.24,218.49,3319,4,104.06
2002,ROU,Silver medal,13.29,3,2.901520014,54.24,218.49,3319,4,104.06
2002,ROU,Silver medal,13.29,3,2.901520014,54.24,218.49,3319,4,104.06
2002,ROU,Silver medal,13.29,3,2.901520014,54.24,218.49,3319,4,104.06
2002,ROU,Bronze medal,13.29,3,2.901520014,54.24,218.49,3319,4,104.06
2003,ROU,Gold medal,13.3,3,2.918469906,59.44,225.92,3365,4,106.37
2003,ROU,Silver medal,13.3,3,2.918469906,59.44,225.92,3365,4,106.37
2003,ROU,Silver medal,13.3,3,2.918469906,59.44,225.92,3365,4,106.37
2003,ROU,Silver medal,13.3,3,2.918469906,59.44,225.92,3365,4,106.37
2003,ROU,Silver medal,13.3,3,2.918469906,59.44,225.92,3365,4,106.37
2003,ROU,Bronze medal,13.3,3,2.918469906,59.44,225.92,3365,4,106.37
